Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
284;2019-08-18 02:41:30.059036;Mededeling;In total 27,001 Journal entries are imported into Data Mart within this task.;
285;2019-08-18 02:41:30.059081;Transactie;Database changes committed.;
286;2019-08-18 02:41:30.452721;Transactie;Database changes committed.;
287;2019-08-18 02:41:32.731292;Mededeling;In total 28,001 Journal entries are imported into Data Mart within this task.;
288;2019-08-18 02:41:32.731342;Transactie;Database changes committed.;
289;2019-08-18 02:41:33.134342;Transactie;Database changes committed.;
290;2019-08-18 02:41:35.444583;Mededeling;In total 29,001 Journal entries are imported into Data Mart within this task.;
291;2019-08-18 02:41:35.444649;Transactie;Database changes committed.;
292;2019-08-18 02:41:35.854852;Transactie;Database changes committed.;
293;2019-08-18 02:41:38.094652;Mededeling;In total 30,001 Journal entries are imported into Data Mart within this task.;
294;2019-08-18 02:41:38.094744;Transactie;Database changes committed.;
295;2019-08-18 02:41:38.468386;Transactie;Database changes committed.;
296;2019-08-18 02:41:40.745676;Mededeling;In total 31,001 Journal entries are imported into Data Mart within this task.;
297;2019-08-18 02:41:40.745729;Transactie;Database changes committed.;
298;2019-08-18 02:41:41.119291;Transactie;Database changes committed.;
299;2019-08-18 02:41:43.361081;Mededeling;In total 32,001 Journal entries are imported into Data Mart within this task.;
300;2019-08-18 02:41:43.361129;Transactie;Database changes committed.;
301;2019-08-18 02:41:43.756046;Transactie;Database changes committed.;
302;2019-08-18 02:43:22.145961;Mededeling;In total 33,001 Journal entries are imported into Data Mart within this task.;
303;2019-08-18 02:43:22.14604;Transactie;Database changes committed.;
304;2019-08-18 02:43:32.70717;Transactie;Database changes committed.;
305;2019-08-18 02:43:40.760225;Mededeling;In total 34,001 Journal entries are imported into Data Mart within this task.;
306;2019-08-18 02:43:40.760308;Transactie;Database changes committed.;
307;2019-08-18 02:43:41.96093;Transactie;Database changes committed.;
308;2019-08-18 02:43:52.153374;Mededeling;In total 35,001 Journal entries are imported into Data Mart within this task.;
309;2019-08-18 02:43:52.153429;Transactie;Database changes committed.;
310;2019-08-18 02:43:54.197622;Transactie;Database changes committed.;
311;2019-08-18 02:44:01.288704;Mededeling;In total 36,001 Journal entries are imported into Data Mart within this task.;
312;2019-08-18 02:44:01.288798;Transactie;Database changes committed.;
313;2019-08-18 02:44:02.563273;Transactie;Database changes committed.;
314;2019-08-18 02:44:07.637036;Mededeling;In total 37,001 Journal entries are imported into Data Mart within this task.;
315;2019-08-18 02:44:07.63712;Transactie;Database changes committed.;
316;2019-08-18 02:44:08.95907;Transactie;Database changes committed.;
317;2019-08-18 02:44:10.179619;Mededeling;In total 38,001 Journal entries are imported into Data Mart within this task.;
318;2019-08-18 02:44:10.179723;Transactie;Database changes committed.;
319;2019-08-18 02:44:10.422332;Transactie;Database changes committed.;
320;2019-08-18 02:44:11.684727;Mededeling;In total 39,001 Journal entries are imported into Data Mart within this task.;
321;2019-08-18 02:44:11.684774;Transactie;Database changes committed.;
322;2019-08-18 02:44:11.959155;Transactie;Database changes committed.;
323;2019-08-18 02:44:13.180612;Mededeling;In total 40,001 Journal entries are imported into Data Mart within this task.;
324;2019-08-18 02:44:13.180719;Transactie;Database changes committed.;
325;2019-08-18 02:44:13.534408;Transactie;Database changes committed.;
326;2019-08-18 02:44:14.754222;Mededeling;In total 41,001 Journal entries are imported into Data Mart within this task.;
327;2019-08-18 02:44:14.75432;Transactie;Database changes committed.;
328;2019-08-18 02:44:15.027301;Transactie;Database changes committed.;
329;2019-08-18 02:44:16.245243;Mededeling;In total 42,001 Journal entries are imported into Data Mart within this task.;
330;2019-08-18 02:44:16.245354;Transactie;Database changes committed.;
331;2019-08-18 02:44:16.511302;Transactie;Database changes committed.;
332;2019-08-18 02:44:17.727005;Mededeling;In total 43,001 Journal entries are imported into Data Mart within this task.;
333;2019-08-18 02:44:17.727114;Transactie;Database changes committed.;
334;2019-08-18 02:44:18.433305;Transactie;Database changes committed.;
335;2019-08-18 02:44:19.647902;Mededeling;In total 44,001 Journal entries are imported into Data Mart within this task.;
336;2019-08-18 02:44:19.647946;Transactie;Database changes committed.;
337;2019-08-18 02:44:19.929456;Transactie;Database changes committed.;
338;2019-08-18 02:44:21.145653;Mededeling;In total 45,001 Journal entries are imported into Data Mart within this task.;
339;2019-08-18 02:44:21.1457;Transactie;Database changes committed.;
340;2019-08-18 02:44:21.400975;Transactie;Database changes committed.;
341;2019-08-18 02:44:22.617645;Mededeling;In total 46,001 Journal entries are imported into Data Mart within this task.;
342;2019-08-18 02:44:22.617689;Transactie;Database changes committed.;
343;2019-08-18 02:44:22.87194;Transactie;Database changes committed.;
344;2019-08-18 02:44:24.089787;Mededeling;In total 47,001 Journal entries are imported into Data Mart within this task.;
345;2019-08-18 02:44:24.089828;Transactie;Database changes committed.;
346;2019-08-18 02:44:24.342593;Transactie;Database changes committed.;
347;2019-08-18 02:44:25.559902;Mededeling;In total 48,001 Journal entries are imported into Data Mart within this task.;
348;2019-08-18 02:44:25.55996;Transactie;Database changes committed.;
349;2019-08-18 02:44:25.83957;Transactie;Database changes committed.;
350;2019-08-18 02:44:27.053667;Mededeling;In total 49,001 Journal entries are imported into Data Mart within this task.;
351;2019-08-18 02:44:27.053707;Transactie;Database changes committed.;
352;2019-08-18 02:44:27.302745;Transactie;Database changes committed.;
353;2019-08-18 02:44:28.522499;Mededeling;In total 50,001 Journal entries are imported into Data Mart within this task.;
354;2019-08-18 02:44:28.522576;Transactie;Database changes committed.;
355;2019-08-18 02:44:28.773248;Transactie;Database changes committed.;
356;2019-08-18 02:44:30.044497;Mededeling;In total 51,001 Journal entries are imported into Data Mart within this task.;
357;2019-08-18 02:44:30.044575;Transactie;Database changes committed.;
358;2019-08-18 02:44:30.297244;Transactie;Database changes committed.;
359;2019-08-18 02:44:31.517602;Mededeling;In total 52,001 Journal entries are imported into Data Mart within this task.;
360;2019-08-18 02:44:31.517685;Transactie;Database changes committed.;
361;2019-08-18 02:44:31.844581;Transactie;Database changes committed.;
362;2019-08-18 02:44:33.05922;Mededeling;In total 53,001 Journal entries are imported into Data Mart within this task.;
363;2019-08-18 02:44:33.059349;Transactie;Database changes committed.;
364;2019-08-18 02:44:33.306321;Transactie;Database changes committed.;
365;2019-08-18 02:44:34.528182;Mededeling;In total 54,001 Journal entries are imported into Data Mart within this task.;
366;2019-08-18 02:44:34.52827;Transactie;Database changes committed.;
367;2019-08-18 02:44:34.778913;Transactie;Database changes committed.;
368;2019-08-18 02:44:35.996957;Mededeling;In total 55,001 Journal entries are imported into Data Mart within this task.;
369;2019-08-18 02:44:35.99704;Transactie;Database changes committed.;
370;2019-08-18 02:44:36.252898;Transactie;Database changes committed.;
371;2019-08-18 02:44:37.472473;Mededeling;In total 56,001 Journal entries are imported into Data Mart within this task.;
372;2019-08-18 02:44:37.472553;Transactie;Database changes committed.;
373;2019-08-18 02:44:37.737478;Transactie;Database changes committed.;
374;2019-08-18 02:44:38.955493;Mededeling;In total 57,001 Journal entries are imported into Data Mart within this task.;
375;2019-08-18 02:44:38.955573;Transactie;Database changes committed.;
376;2019-08-18 02:44:39.440834;Transactie;Database changes committed.;
377;2019-08-18 02:44:40.658143;Mededeling;In total 58,001 Journal entries are imported into Data Mart within this task.;
378;2019-08-18 02:44:40.658242;Transactie;Database changes committed.;
379;2019-08-18 02:44:40.909252;Transactie;Database changes committed.;
380;2019-08-18 02:44:42.125254;Mededeling;In total 59,001 Journal entries are imported into Data Mart within this task.;
381;2019-08-18 02:44:42.125298;Transactie;Database changes committed.;
382;2019-08-18 02:44:42.372579;Transactie;Database changes committed.;
383;2019-08-18 02:44:43.591859;Mededeling;In total 60,001 Journal entries are imported into Data Mart within this task.;
384;2019-08-18 02:44:43.591956;Transactie;Database changes committed.;
385;2019-08-18 02:44:43.862529;Transactie;Database changes committed.;
386;2019-08-18 02:44:45.082667;Mededeling;In total 61,001 Journal entries are imported into Data Mart within this task.;
387;2019-08-18 02:44:45.082711;Transactie;Database changes committed.;
388;2019-08-18 02:44:45.33725;Transactie;Database changes committed.;
389;2019-08-18 02:44:46.554206;Mededeling;In total 62,001 Journal entries are imported into Data Mart within this task.;
390;2019-08-18 02:44:46.554269;Transactie;Database changes committed.;
391;2019-08-18 02:44:46.802765;Transactie;Database changes committed.;
392;2019-08-18 02:44:48.021987;Mededeling;In total 63,001 Journal entries are imported into Data Mart within this task.;
393;2019-08-18 02:44:48.022101;Transactie;Database changes committed.;
394;2019-08-18 02:44:48.273917;Transactie;Database changes committed.;
395;2019-08-18 02:44:49.49032;Mededeling;In total 64,001 Journal entries are imported into Data Mart within this task.;
396;2019-08-18 02:44:49.490365;Transactie;Database changes committed.;
397;2019-08-18 02:44:49.739797;Transactie;Database changes committed.;
398;2019-08-18 02:44:50.956997;Mededeling;In total 65,001 Journal entries are imported into Data Mart within this task.;
399;2019-08-18 02:44:50.957041;Transactie;Database changes committed.;
400;2019-08-18 02:44:51.207878;Transactie;Database changes committed.;
401;2019-08-18 02:44:52.427569;Mededeling;In total 66,001 Journal entries are imported into Data Mart within this task.;
402;2019-08-18 02:44:52.427611;Transactie;Database changes committed.;
403;2019-08-18 02:44:52.881866;Transactie;Database changes committed.;
404;2019-08-18 02:44:54.098538;Mededeling;In total 67,001 Journal entries are imported into Data Mart within this task.;
405;2019-08-18 02:44:54.098603;Transactie;Database changes committed.;
406;2019-08-18 02:44:54.349335;Transactie;Database changes committed.;
407;2019-08-18 02:44:55.569787;Mededeling;In total 68,001 Journal entries are imported into Data Mart within this task.;
408;2019-08-18 02:44:55.569889;Transactie;Database changes committed.;
409;2019-08-18 02:44:55.82167;Transactie;Database changes committed.;
410;2019-08-18 02:45:01.560684;Mededeling;In total 69,001 Journal entries are imported into Data Mart within this task.;
411;2019-08-18 02:45:01.560781;Transactie;Database changes committed.;
412;2019-08-18 02:45:03.115648;Transactie;Database changes committed.;
413;2019-08-18 02:45:04.866788;Mededeling;In total 70,001 Journal entries are imported into Data Mart within this task.;
414;2019-08-18 02:45:04.866856;Transactie;Database changes committed.;
415;2019-08-18 02:45:46.926787;Transactie;Database changes committed.;
416;2019-08-18 02:45:48.647872;Mededeling;In total 71,001 Journal entries are imported into Data Mart within this task.;
417;2019-08-18 02:45:48.64792;Transactie;Database changes committed.;
418;2019-08-18 02:45:49.353765;Transactie;Database changes committed.;
419;2019-08-18 02:45:50.615236;Mededeling;In total 72,001 Journal entries are imported into Data Mart within this task.;
420;2019-08-18 02:45:50.615316;Transactie;Database changes committed.;
421;2019-08-18 02:45:50.997505;Transactie;Database changes committed.;
422;2019-08-18 02:45:52.2161;Mededeling;In total 73,001 Journal entries are imported into Data Mart within this task.;
423;2019-08-18 02:45:52.216164;Transactie;Database changes committed.;
424;2019-08-18 02:45:52.544119;Transactie;Database changes committed.;
425;2019-08-18 02:45:53.757126;Mededeling;In total 74,001 Journal entries are imported into Data Mart within this task.;
426;2019-08-18 02:45:53.757204;Transactie;Database changes committed.;
427;2019-08-18 02:45:54.516913;Transactie;Database changes committed.;
428;2019-08-18 02:45:55.839441;Mededeling;In total 75,001 Journal entries are imported into Data Mart within this task.;
429;2019-08-18 02:45:55.839514;Transactie;Database changes committed.;
430;2019-08-18 02:45:56.421504;Transactie;Database changes committed.;
431;2019-08-18 02:45:57.7432;Mededeling;In total 76,001 Journal entries are imported into Data Mart within this task.;
432;2019-08-18 02:45:57.74327;Transactie;Database changes committed.;
433;2019-08-18 02:45:58.170148;Transactie;Database changes committed.;
434;2019-08-18 02:45:59.665088;Mededeling;In total 77,001 Journal entries are imported into Data Mart within this task.;
435;2019-08-18 02:45:59.665144;Transactie;Database changes committed.;
436;2019-08-18 02:46:00.503991;Transactie;Database changes committed.;
437;2019-08-18 02:46:01.727858;Mededeling;In total 78,001 Journal entries are imported into Data Mart within this task.;
438;2019-08-18 02:46:01.727955;Transactie;Database changes committed.;
439;2019-08-18 02:46:02.126636;Transactie;Database changes committed.;
440;2019-08-18 02:46:03.315496;Mededeling;In total 79,001 Journal entries are imported into Data Mart within this task.;
441;2019-08-18 02:46:03.315556;Transactie;Database changes committed.;
442;2019-08-18 02:46:04.38988;Transactie;Database changes committed.;
443;2019-08-18 02:46:05.576755;Mededeling;In total 80,001 Journal entries are imported into Data Mart within this task.;
444;2019-08-18 02:46:05.576811;Transactie;Database changes committed.;
445;2019-08-18 02:46:05.994345;Transactie;Database changes committed.;
446;2019-08-18 02:46:07.181172;Mededeling;In total 81,001 Journal entries are imported into Data Mart within this task.;
447;2019-08-18 02:46:07.181265;Transactie;Database changes committed.;
448;2019-08-18 02:46:07.857297;Transactie;Database changes committed.;
449;2019-08-18 02:46:09.044062;Mededeling;In total 82,001 Journal entries are imported into Data Mart within this task.;
450;2019-08-18 02:46:09.044116;Transactie;Database changes committed.;
451;2019-08-18 02:46:09.598148;Transactie;Database changes committed.;
452;2019-08-18 02:46:10.782353;Mededeling;In total 83,001 Journal entries are imported into Data Mart within this task.;
453;2019-08-18 02:46:10.78243;Transactie;Database changes committed.;
454;2019-08-18 02:46:11.193129;Transactie;Database changes committed.;
