Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
1452;2019-08-18 09:11:37.042447;Transactie;Database changes committed.;
1453;2019-08-18 09:11:41.40263;Transactie;Database changes committed.;
1454;2019-08-18 09:11:45.368282;Mededeling;In total 11,001 Receivable(s) are imported into Data Mart within this task.;
1455;2019-08-18 09:11:45.368405;Transactie;Database changes committed.;
1456;2019-08-18 09:11:50.362442;Transactie;Database changes committed.;
1457;2019-08-18 09:11:54.262824;Mededeling;In total 12,001 Receivable(s) are imported into Data Mart within this task.;
1458;2019-08-18 09:11:54.262905;Transactie;Database changes committed.;
1459;2019-08-18 09:11:58.790529;Transactie;Database changes committed.;
1460;2019-08-18 09:12:02.657349;Mededeling;In total 13,001 Receivable(s) are imported into Data Mart within this task.;
1461;2019-08-18 09:12:02.657424;Transactie;Database changes committed.;
1462;2019-08-18 09:12:06.970642;Transactie;Database changes committed.;
1463;2019-08-18 09:12:10.849002;Mededeling;In total 14,001 Receivable(s) are imported into Data Mart within this task.;
1464;2019-08-18 09:12:10.849082;Transactie;Database changes committed.;
1465;2019-08-18 09:12:15.050556;Transactie;Database changes committed.;
1466;2019-08-18 09:12:18.920676;Mededeling;In total 15,001 Receivable(s) are imported into Data Mart within this task.;
1467;2019-08-18 09:12:18.920796;Transactie;Database changes committed.;
1468;2019-08-18 09:12:23.516433;Transactie;Database changes committed.;
1469;2019-08-18 09:12:27.432484;Mededeling;In total 16,001 Receivable(s) are imported into Data Mart within this task.;
1470;2019-08-18 09:12:27.432559;Transactie;Database changes committed.;
1471;2019-08-18 09:12:31.463467;Transactie;Database changes committed.;
1472;2019-08-18 09:12:35.398193;Mededeling;In total 17,001 Receivable(s) are imported into Data Mart within this task.;
1473;2019-08-18 09:12:35.3983;Transactie;Database changes committed.;
1474;2019-08-18 09:12:38.600071;Transactie;Database changes committed.;
1475;2019-08-18 09:12:42.525306;Mededeling;In total 18,001 Receivable(s) are imported into Data Mart within this task.;
1476;2019-08-18 09:12:42.525352;Transactie;Database changes committed.;
1477;2019-08-18 09:12:45.376459;Transactie;Database changes committed.;
1478;2019-08-18 09:12:49.243578;Mededeling;In total 19,001 Receivable(s) are imported into Data Mart within this task.;
1479;2019-08-18 09:12:49.243624;Transactie;Database changes committed.;
1480;2019-08-18 09:12:51.98682;Transactie;Database changes committed.;
1481;2019-08-18 09:12:55.895493;Mededeling;In total 20,001 Receivable(s) are imported into Data Mart within this task.;
1482;2019-08-18 09:12:55.895627;Transactie;Database changes committed.;
1483;2019-08-18 09:12:59.509265;Transactie;Database changes committed.;
1484;2019-08-18 09:13:03.432103;Mededeling;In total 21,001 Receivable(s) are imported into Data Mart within this task.;
1485;2019-08-18 09:13:03.432199;Transactie;Database changes committed.;
1486;2019-08-18 09:13:07.347169;Transactie;Database changes committed.;
1487;2019-08-18 09:13:11.292789;Mededeling;In total 22,001 Receivable(s) are imported into Data Mart within this task.;
1488;2019-08-18 09:13:11.292864;Transactie;Database changes committed.;
1489;2019-08-18 09:13:15.025329;Transactie;Database changes committed.;
1490;2019-08-18 09:13:18.956462;Mededeling;In total 23,001 Receivable(s) are imported into Data Mart within this task.;
1491;2019-08-18 09:13:18.956575;Transactie;Database changes committed.;
1492;2019-08-18 09:13:28.757949;Transactie;Database changes committed.;
1493;2019-08-18 09:13:32.853398;Mededeling;In total 24,001 Receivable(s) are imported into Data Mart within this task.;
1494;2019-08-18 09:13:32.853472;Transactie;Database changes committed.;
1495;2019-08-18 09:13:37.657092;Transactie;Database changes committed.;
1496;2019-08-18 09:13:42.155381;Mededeling;In total 25,001 Receivable(s) are imported into Data Mart within this task.;
1497;2019-08-18 09:13:42.155431;Transactie;Database changes committed.;
1498;2019-08-18 09:13:48.09131;Transactie;Database changes committed.;
1499;2019-08-18 09:13:52.327588;Mededeling;In total 26,001 Receivable(s) are imported into Data Mart within this task.;
1500;2019-08-18 09:13:52.327663;Transactie;Database changes committed.;
1501;2019-08-18 09:13:57.952255;Transactie;Database changes committed.;
1502;2019-08-18 09:14:02.195779;Mededeling;In total 27,001 Receivable(s) are imported into Data Mart within this task.;
1503;2019-08-18 09:14:02.195859;Transactie;Database changes committed.;
1504;2019-08-18 09:14:12.977693;Transactie;Database changes committed.;
1505;2019-08-18 09:14:17.375392;Mededeling;In total 28,001 Receivable(s) are imported into Data Mart within this task.;
1506;2019-08-18 09:14:17.375471;Transactie;Database changes committed.;
1507;2019-08-18 09:14:37.179582;Transactie;Database changes committed.;
1508;2019-08-18 09:14:41.333193;Mededeling;In total 29,001 Receivable(s) are imported into Data Mart within this task.;
1509;2019-08-18 09:14:41.333277;Transactie;Database changes committed.;
1510;2019-08-18 09:14:45.94847;Transactie;Database changes committed.;
1511;2019-08-18 09:14:50.047674;Mededeling;In total 30,001 Receivable(s) are imported into Data Mart within this task.;
1512;2019-08-18 09:14:50.047731;Transactie;Database changes committed.;
1513;2019-08-18 09:14:54.75251;Transactie;Database changes committed.;
1514;2019-08-18 09:14:58.889882;Mededeling;In total 31,001 Receivable(s) are imported into Data Mart within this task.;
1515;2019-08-18 09:14:58.889951;Transactie;Database changes committed.;
1516;2019-08-18 09:15:03.794214;Transactie;Database changes committed.;
1517;2019-08-18 09:15:07.905796;Mededeling;In total 32,001 Receivable(s) are imported into Data Mart within this task.;
1518;2019-08-18 09:15:07.905865;Transactie;Database changes committed.;
1519;2019-08-18 09:15:13.827414;Transactie;Database changes committed.;
1520;2019-08-18 09:17:07.328297;Mededeling;In total 33,001 Receivable(s) are imported into Data Mart within this task.;
1521;2019-08-18 09:17:07.328423;Transactie;Database changes committed.;
1522;2019-08-18 09:18:07.257222;Transactie;Database changes committed.;
1523;2019-08-18 09:18:22.793335;Mededeling;In total 34,001 Receivable(s) are imported into Data Mart within this task.;
1524;2019-08-18 09:18:22.793402;Transactie;Database changes committed.;
1525;2019-08-18 09:18:52.427757;Transactie;Database changes committed.;
1526;2019-08-18 09:19:01.359516;Mededeling;In total 35,001 Receivable(s) are imported into Data Mart within this task.;
1527;2019-08-18 09:19:01.359585;Transactie;Database changes committed.;
1528;2019-08-18 09:19:44.496618;Transactie;Database changes committed.;
1529;2019-08-18 09:19:48.466919;Mededeling;In total 36,001 Receivable(s) are imported into Data Mart within this task.;
1530;2019-08-18 09:19:48.466994;Transactie;Database changes committed.;
1531;2019-08-18 09:20:17.05473;Transactie;Database changes committed.;
1532;2019-08-18 09:20:20.539788;Mededeling;In total 37,001 Receivable(s) are imported into Data Mart within this task.;
1533;2019-08-18 09:20:20.539906;Transactie;Database changes committed.;
1534;2019-08-18 09:20:38.461444;Transactie;Database changes committed.;
1535;2019-08-18 09:20:41.803449;Mededeling;In total 38,001 Receivable(s) are imported into Data Mart within this task.;
1536;2019-08-18 09:20:41.803508;Transactie;Database changes committed.;
1537;2019-08-18 09:21:01.3326;Transactie;Database changes committed.;
1538;2019-08-18 09:21:05.218763;Mededeling;In total 39,001 Receivable(s) are imported into Data Mart within this task.;
1539;2019-08-18 09:21:05.218807;Transactie;Database changes committed.;
1540;2019-08-18 09:21:35.631427;Transactie;Database changes committed.;
1541;2019-08-18 09:21:39.690764;Mededeling;In total 40,001 Receivable(s) are imported into Data Mart within this task.;
1542;2019-08-18 09:21:39.690892;Transactie;Database changes committed.;
1543;2019-08-18 09:22:08.804757;Transactie;Database changes committed.;
1544;2019-08-18 09:22:12.817053;Mededeling;In total 41,001 Receivable(s) are imported into Data Mart within this task.;
1545;2019-08-18 09:22:12.817106;Transactie;Database changes committed.;
1546;2019-08-18 09:22:30.548631;Transactie;Database changes committed.;
1547;2019-08-18 09:22:33.822336;Mededeling;In total 42,001 Receivable(s) are imported into Data Mart within this task.;
1548;2019-08-18 09:22:33.822386;Transactie;Database changes committed.;
1549;2019-08-18 09:22:44.929936;Transactie;Database changes committed.;
1550;2019-08-18 09:22:48.227932;Mededeling;In total 43,001 Receivable(s) are imported into Data Mart within this task.;
1551;2019-08-18 09:22:48.22798;Transactie;Database changes committed.;
1552;2019-08-18 09:22:59.307241;Transactie;Database changes committed.;
1553;2019-08-18 09:23:02.609055;Mededeling;In total 44,001 Receivable(s) are imported into Data Mart within this task.;
1554;2019-08-18 09:23:02.609161;Transactie;Database changes committed.;
1555;2019-08-18 09:23:16.533675;Transactie;Database changes committed.;
1556;2019-08-18 09:23:19.84409;Mededeling;In total 45,001 Receivable(s) are imported into Data Mart within this task.;
1557;2019-08-18 09:23:19.844138;Transactie;Database changes committed.;
1558;2019-08-18 09:23:30.197996;Transactie;Database changes committed.;
1559;2019-08-18 09:23:33.903098;Mededeling;In total 46,001 Receivable(s) are imported into Data Mart within this task.;
1560;2019-08-18 09:23:33.903173;Transactie;Database changes committed.;
1561;2019-08-18 09:23:44.718003;Transactie;Database changes committed.;
1562;2019-08-18 09:23:48.299891;Mededeling;In total 47,001 Receivable(s) are imported into Data Mart within this task.;
1563;2019-08-18 09:23:48.299946;Transactie;Database changes committed.;
1564;2019-08-18 09:23:56.97208;Transactie;Database changes committed.;
1565;2019-08-18 09:24:00.502406;Mededeling;In total 48,001 Receivable(s) are imported into Data Mart within this task.;
1566;2019-08-18 09:24:00.502507;Transactie;Database changes committed.;
1567;2019-08-18 09:24:08.640677;Transactie;Database changes committed.;
1568;2019-08-18 09:24:12.139228;Mededeling;In total 49,001 Receivable(s) are imported into Data Mart within this task.;
1569;2019-08-18 09:24:12.139307;Transactie;Database changes committed.;
1570;2019-08-18 09:24:21.619652;Transactie;Database changes committed.;
1571;2019-08-18 09:24:25.112501;Mededeling;In total 50,001 Receivable(s) are imported into Data Mart within this task.;
1572;2019-08-18 09:24:25.112577;Transactie;Database changes committed.;
1573;2019-08-18 09:24:32.704245;Transactie;Database changes committed.;
1574;2019-08-18 09:24:36.166603;Mededeling;In total 51,001 Receivable(s) are imported into Data Mart within this task.;
1575;2019-08-18 09:24:36.16668;Transactie;Database changes committed.;
1576;2019-08-18 09:24:45.260768;Transactie;Database changes committed.;
1577;2019-08-18 09:24:49.913402;Mededeling;In total 52,001 Receivable(s) are imported into Data Mart within this task.;
1578;2019-08-18 09:24:49.913474;Transactie;Database changes committed.;
1579;2019-08-18 09:25:21.05932;Transactie;Database changes committed.;
1580;2019-08-18 09:25:24.883671;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_invoices_00983.xml.gz' has been successfully completed.;
1581;2019-08-18 09:25:24.883768;Mededeling;In total 52,838 Receivable(s) are imported into Data Mart within this task.;
1582;2019-08-18 09:25:24.883797;Transactie;Database changes committed.;
1583;2019-08-18 09:25:50.284746;Transactie;Database changes committed.;
1584;2019-08-18 09:25:50.288337;Mededeling;52,838 Receivable(s) are successfully imported, 0 Receivable(s) have not been imported due to errors.;
1585;2019-08-18 09:25:50.28838;Mededeling;The task 'Import receivables to MIS' ended.;
1586;2019-08-18 09:25:50.288402;Transactie;Database changes committed.;
1587;2019-08-18 09:25:50.413075;Records per minuut;Speed of processing entity Receivable(s): 604 per minute.;
1588;2019-08-18 09:25:50.413118;Mededeling;The task 'Import Batch policy change requests to MIS' started.;
1589;2019-08-18 09:25:50.413141;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_batch_policy_change_request_00983.xml.gz' has been initialized.;
1590;2019-08-18 09:25:50.413167;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_batch_policy_change_request_00983.xml.gz' has been successfully completed.;
1591;2019-08-18 09:25:50.413207;Transactie;Database changes committed.;
1592;2019-08-18 09:25:50.418573;Mededeling;0 batch policy change request(s) are successfully imported, 0 batch policy change request(s) have not been imported due to errors.;
1593;2019-08-18 09:25:50.418612;Mededeling;The task 'Import Batch policy change requests to MIS' ended.;
1594;2019-08-18 09:25:50.418634;Transactie;Database changes committed.;
1595;2019-08-18 09:25:52.703358;Mededeling;The task 'Import main entities Period Profits into Data Mart' started.;
1596;2019-08-18 09:25:52.703468;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_periodprofits_00983.xml.gz' has been initialized.;
1597;2019-08-18 09:25:52.703522;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_periodprofits_00983.xml.gz' has been successfully completed.;
1598;2019-08-18 09:25:52.703581;Mededeling;The first  44 Period profit(s) are being imported into Data Mart.;
1599;2019-08-18 09:25:52.703627;Transactie;Database changes committed.;
1600;2019-08-18 09:25:53.023467;Transactie;Database changes committed.;
1601;2019-08-18 09:25:53.027297;Mededeling;44 Period profit(s) are successfully imported, 0 Period profit(s) have not been imported due to errors.;
1602;2019-08-18 09:25:53.027357;Mededeling;The task 'Import main entities Period Profits into Data Mart' ended.;
1603;2019-08-18 09:25:53.027381;Transactie;Database changes committed.;
1604;2019-08-18 09:25:53.069765;Mededeling;The task 'Import main entities IBNR-balances into Data Mart' started.;
1605;2019-08-18 09:25:53.069804;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_ibnrbalances_00983.xml.gz' has been initialized.;
1606;2019-08-18 09:25:53.069831;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_ibnrbalances_00983.xml.gz' has been successfully completed.;
1607;2019-08-18 09:25:53.069865;Transactie;Database changes committed.;
1608;2019-08-18 09:25:53.074744;Mededeling;0 IBNR-balance(s) are successfully imported, 0 IBNR-balance(s) have not been imported due to errors.;
1609;2019-08-18 09:25:53.074783;Mededeling;The task 'Import main entities IBNR-balances into Data Mart' ended.;
1610;2019-08-18 09:25:53.074804;Transactie;Database changes committed.;
1611;2019-08-18 09:25:53.157448;Mededeling;The task 'Import Risk Transfer to Data Mart' started.;
1612;2019-08-18 09:25:53.157487;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_riskTransfer_ref_00983.xml.gz' has been initialized.;
1613;2019-08-18 09:25:53.157509;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_riskTransfer_ref_00983.xml.gz' has been successfully completed.;
1614;2019-08-18 09:25:53.157532;Transactie;Database changes committed.;
1615;2019-08-18 09:25:53.160752;Mededeling;The task 'Import Risk Transfer to Data Mart' ended.;
1616;2019-08-18 09:25:53.16079;Transactie;Database changes committed.;
1617;2019-08-18 09:25:53.218901;Mededeling;The task 'Import Policy Risk Transfers to Data Mart' started.;
1618;2019-08-18 09:25:53.218995;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_policyRiskTransfers_00983.xml.gz' has been initialized.;
1619;2019-08-18 09:25:53.219068;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_policyRiskTransfers_00983.xml.gz' has been successfully completed.;
1620;2019-08-18 09:25:53.21912;Transactie;Database changes committed.;
1621;2019-08-18 09:25:53.224041;Mededeling;0 policy risk transfer(s) are successfully imported, 0 policy risk transfer(s) have not been imported due to errors.;
1622;2019-08-18 09:25:53.224094;Mededeling;The task 'Import Policy Risk Transfers to Data Mart' ended.;
1623;2019-08-18 09:25:53.224127;Transactie;Database changes committed.;
1624;2019-08-18 09:25:53.269388;Mededeling;The task 'Import main entities Risk IBNR-balances for each risk bearer into Data Mart' started.;
1625;2019-08-18 09:25:53.269428;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_riskibnrbalances_00983.xml.gz' has been initialized.;
1626;2019-08-18 09:25:53.26945;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_riskibnrbalances_00983.xml.gz' has been successfully completed.;
1627;2019-08-18 09:25:53.269469;Transactie;Database changes committed.;
1628;2019-08-18 09:25:53.273987;Mededeling;0 IBNR-balance(s) for risk bearer(s) are successfully imported, 0 IBNR-balance(s) for risk bearer(s) have not been imported due to errors.;
1629;2019-08-18 09:25:53.274031;Mededeling;The task 'Import main entities Risk IBNR-balances for each risk bearer into Data Mart' ended.;
1630;2019-08-18 09:25:53.274056;Transactie;Database changes committed.;
1631;2019-08-18 09:25:53.285992;Mededeling;The task 'Import main entities Risk Period Profits for each risk bearer into Data Mart' started.;
1632;2019-08-18 09:25:53.286035;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_riskperiodprofits_00983.xml.gz' has been initialized.;
1633;2019-08-18 09:25:53.286057;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_riskperiodprofits_00983.xml.gz' has been successfully completed.;
1634;2019-08-18 09:25:53.286077;Transactie;Database changes committed.;
1635;2019-08-18 09:25:53.289275;Mededeling;0 Period profit(s) for risk bearer(s) are successfully imported, 0 Period profit(s) for risk bearer(s) have not been imported due to errors.;
1636;2019-08-18 09:25:53.289315;Mededeling;The task 'Import main entities Risk Period Profits for each risk bearer into Data Mart' ended.;
1637;2019-08-18 09:25:53.289345;Transactie;Database changes committed.;
1638;2019-08-18 09:25:53.322525;Mededeling;The task 'Import reference data premium simulation policies to Data Mart' started.;
1639;2019-08-18 09:25:53.322561;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_premiumSimulationPolicies_ref_00983.xml.gz' has been initialized.;
1640;2019-08-18 09:25:53.322582;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_premiumSimulationPolicies_ref_00983.xml.gz' has been successfully completed.;
1641;2019-08-18 09:25:53.322602;Transactie;Database changes committed.;
1642;2019-08-18 09:25:53.327499;Mededeling;0 Premium simulation policy reference(s) are successfully imported, 0 Premium simulation policy reference(s) have not been imported due to errors.;
1643;2019-08-18 09:25:53.327534;Mededeling;The task 'Import reference data premium simulation policies to Data Mart' ended.;
1644;2019-08-18 09:25:53.327578;Transactie;Database changes committed.;
1645;2019-08-18 09:25:53.44509;Mededeling;The task 'Import premium simulation policies to Data Mart' started.;
1646;2019-08-18 09:25:53.445132;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_premiumSimulationPolicies_00983.xml.gz' has been initialized.;
1647;2019-08-18 09:25:53.445154;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_premiumSimulationPolicies_00983.xml.gz' has been successfully completed.;
1648;2019-08-18 09:25:53.445174;Transactie;Database changes committed.;
1649;2019-08-18 09:25:53.4485;Mededeling;0 Premium simulation policy(s) are successfully imported, 0 Premium simulation policy(s) have not been imported due to errors.;
1650;2019-08-18 09:25:53.44854;Mededeling;The task 'Import premium simulation policies to Data Mart' ended.;
1651;2019-08-18 09:25:53.448562;Transactie;Database changes committed.;
1652;2019-08-18 09:25:54.457355;Mededeling;The task 'Import reference data Claims to MIS' started.;
1653;2019-08-18 09:25:54.457428;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claims_ref_00983.xml.gz' has been initialized.;
1654;2019-08-18 09:25:54.457453;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claims_ref_00983.xml.gz' has been successfully completed.;
1655;2019-08-18 09:25:54.457478;Mededeling;The first  5 Claim reference(s) are being imported into Data Mart.;
1656;2019-08-18 09:25:54.457496;Transactie;Database changes committed.;
1657;2019-08-18 09:25:54.487969;Transactie;Database changes committed.;
1658;2019-08-18 09:25:54.491397;Mededeling;The task 'Import reference data Claims to MIS' ended.;
1659;2019-08-18 09:25:54.491435;Transactie;Database changes committed.;
1660;2019-08-18 09:26:05.179891;Mededeling;The task 'Import main entities Claims to MIS' started.;
1661;2019-08-18 09:26:05.179934;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claims_00983.xml.gz' has been initialized.;
1662;2019-08-18 09:26:05.179959;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claims_00983.xml.gz' has been successfully completed.;
1663;2019-08-18 09:26:05.17998;Mededeling;The first  99 claim(s) are being imported into Data Mart.;
1664;2019-08-18 09:26:05.179999;Transactie;Database changes committed.;
1665;2019-08-18 09:26:12.642528;Transactie;Database changes committed.;
1666;2019-08-18 09:26:12.646897;Mededeling;99 claim(s) are successfully imported, 0 claim(s) have not been imported due to errors.;
1667;2019-08-18 09:26:12.646957;Mededeling;The task 'Import main entities Claims to MIS' ended.;
1668;2019-08-18 09:26:12.64698;Transactie;Database changes committed.;
1669;2019-08-18 09:26:13.104502;Mededeling;The task 'Import reference data claim assessments to MIS' started.;
1670;2019-08-18 09:26:13.104596;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimAssessments_ref_00983.xml.gz' has been initialized.;
1671;2019-08-18 09:26:13.104648;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimAssessments_ref_00983.xml.gz' has been successfully completed.;
1672;2019-08-18 09:26:13.104699;Transactie;Database changes committed.;
1673;2019-08-18 09:26:13.10816;Mededeling;The task 'Import reference data claim assessments to MIS' ended.;
1674;2019-08-18 09:26:13.108198;Transactie;Database changes committed.;
1675;2019-08-18 09:26:13.202844;Mededeling;The task 'Import main entities Claim assessments to MIS' started.;
1676;2019-08-18 09:26:13.202882;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimAssessments_00983.xml.gz' has been initialized.;
1677;2019-08-18 09:26:13.202904;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimAssessments_00983.xml.gz' has been successfully completed.;
1678;2019-08-18 09:26:13.202923;Transactie;Database changes committed.;
1679;2019-08-18 09:26:13.208055;Mededeling;0 Claim Assessment(s) are successfully imported, 0 Claim Assessment(s) have not been imported due to errors.;
1680;2019-08-18 09:26:13.208094;Mededeling;The task 'Import main entities Claim assessments to MIS' ended.;
1681;2019-08-18 09:26:13.208116;Transactie;Database changes committed.;
1682;2019-08-18 09:26:13.263683;Mededeling;The task 'Import reference data for product financial transfers to MIS' started.;
1683;2019-08-18 09:26:13.263737;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productestimatepositions_ref_00983.xml.gz' has been initialized.;
1684;2019-08-18 09:26:13.263761;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productestimatepositions_ref_00983.xml.gz' has been successfully completed.;
1685;2019-08-18 09:26:13.263781;Transactie;Database changes committed.;
1686;2019-08-18 09:26:13.267167;Mededeling;The task 'Import reference data for product financial transfers to MIS' ended.;
1687;2019-08-18 09:26:13.267205;Transactie;Database changes committed.;
1688;2019-08-18 09:26:13.302757;Mededeling;The task 'Import product reserves to MIS' started.;
1689;2019-08-18 09:26:13.302796;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productreserveestimatepositions_00983.xml.gz' has been initialized.;
1690;2019-08-18 09:26:13.302818;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productreserveestimatepositions_00983.xml.gz' has been successfully completed.;
1691;2019-08-18 09:26:13.302841;Transactie;Database changes committed.;
1692;2019-08-18 09:26:13.30605;Mededeling;0 product reserve(s) are successfully imported, 0 product reserve(s) have not been imported due to errors.;
1693;2019-08-18 09:26:13.306088;Mededeling;The task 'Import product reserves to MIS' ended.;
1694;2019-08-18 09:26:13.30611;Transactie;Database changes committed.;
1695;2019-08-18 09:26:13.366065;Mededeling;The task 'Import product recourse to MIS' started.;
1696;2019-08-18 09:26:13.366104;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productrecourseestimatepositions_00983.xml.gz' has been initialized.;
1697;2019-08-18 09:26:13.366126;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productrecourseestimatepositions_00983.xml.gz' has been successfully completed.;
1698;2019-08-18 09:26:13.366156;Transactie;Database changes committed.;
1699;2019-08-18 09:26:13.373116;Mededeling;0 product recourse reserve(s) are successfully imported, 0 product recourse reserve(s) have not been imported due to errors.;
1700;2019-08-18 09:26:13.373154;Mededeling;The task 'Import product recourse to MIS' ended.;
1701;2019-08-18 09:26:13.373176;Transactie;Database changes committed.;
1702;2019-08-18 09:33:23.165265;Mededeling;The task 'Import product financial transfers to MIS' started.;
1703;2019-08-18 09:33:23.16531;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productFinancialTransfers_00983.xml.gz' has been initialized.;
1704;2019-08-18 09:33:23.165331;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_productFinancialTransfers_00983.xml.gz' has been successfully completed.;
1705;2019-08-18 09:33:23.165353;Transactie;Database changes committed.;
1706;2019-08-18 09:33:23.170542;Mededeling;0 product payment(s) are successfully imported, 0 product payment(s) have not been imported due to errors.;
1707;2019-08-18 09:33:23.170641;Mededeling;The task 'Import product financial transfers to MIS' ended.;
1708;2019-08-18 09:33:23.170694;Transactie;Database changes committed.;
1709;2019-08-18 09:33:23.250553;Records per minuut;Speed of processing entity product payment(s): 0 per minute.;
1710;2019-08-18 09:33:23.250635;Mededeling;The task 'Import reference data financial events to Data Mart' started.;
1711;2019-08-18 09:33:23.250659;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_financialEvents_ref_00983.xml.gz' has been initialized.;
1712;2019-08-18 09:33:23.25068;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_financialEvents_ref_00983.xml.gz' has been successfully completed.;
1713;2019-08-18 09:33:23.250709;Transactie;Database changes committed.;
1714;2019-08-18 09:33:23.255543;Mededeling;The task 'Import reference data financial events to Data Mart' ended.;
1715;2019-08-18 09:33:23.255584;Transactie;Database changes committed.;
1716;2019-08-18 09:33:27.869247;Mededeling;The task 'Import financial events to Data Mart' started.;
1717;2019-08-18 09:33:27.86932;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_financialEvents_00983.xml.gz' has been initialized.;
1718;2019-08-18 09:33:27.869342;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_financialEvents_00983.xml.gz' has been successfully completed.;
1719;2019-08-18 09:33:27.869365;Mededeling;The first  185 Financial event(s) are being imported into Data Mart.;
1720;2019-08-18 09:33:27.869382;Transactie;Database changes committed.;
1721;2019-08-18 09:33:28.945764;Transactie;Database changes committed.;
1722;2019-08-18 09:33:28.94948;Mededeling;185 Financial event(s) are successfully imported, 0 Financial event(s) have not been imported due to errors.;
1723;2019-08-18 09:33:28.949522;Mededeling;The task 'Import financial events to Data Mart' ended.;
1724;2019-08-18 09:33:28.949545;Transactie;Database changes committed.;
1725;2019-08-18 09:33:29.068437;Mededeling;The task 'Import Reference data documents to MIS' started.;
1726;2019-08-18 09:33:29.06853;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_documents_ref_00983.xml.gz' has been initialized.;
1727;2019-08-18 09:33:29.068584;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_documents_ref_00983.xml.gz' has been successfully completed.;
1728;2019-08-18 09:33:29.068636;Transactie;Database changes committed.;
1729;2019-08-18 09:33:29.073291;Mededeling;The task 'Import Reference data documents to MIS' ended.;
1730;2019-08-18 09:33:29.073347;Transactie;Database changes committed.;
1731;2019-08-18 09:34:59.22159;Mededeling;The task 'Import documents to MIS' started.;
1732;2019-08-18 09:34:59.221664;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_documents_00983.xml.gz' has been initialized.;
1733;2019-08-18 09:34:59.22169;Mededeling;In total 1,001 Document(s) are imported into Data Mart within this task.;
1734;2019-08-18 09:34:59.221709;Transactie;Database changes committed.;
1735;2019-08-18 09:35:00.112676;Transactie;Database changes committed.;
1736;2019-08-18 09:35:00.37726;Mededeling;In total 2,001 Document(s) are imported into Data Mart within this task.;
1737;2019-08-18 09:35:00.377301;Transactie;Database changes committed.;
1738;2019-08-18 09:35:00.675348;Transactie;Database changes committed.;
