Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
512;2019-08-19 02:24:21.933645;Transactie;Database changes committed.;
513;2019-08-19 02:24:23.036834;Transactie;Database changes committed.;
514;2019-08-19 02:24:24.189397;Mededeling;In total 105,001 Journal entries are imported into Data Mart within this task.;
515;2019-08-19 02:24:24.189505;Transactie;Database changes committed.;
516;2019-08-19 02:24:24.842303;Transactie;Database changes committed.;
517;2019-08-19 02:24:25.997435;Mededeling;In total 106,001 Journal entries are imported into Data Mart within this task.;
518;2019-08-19 02:24:25.997484;Transactie;Database changes committed.;
519;2019-08-19 02:24:27.33058;Transactie;Database changes committed.;
520;2019-08-19 02:24:28.486825;Mededeling;In total 107,001 Journal entries are imported into Data Mart within this task.;
521;2019-08-19 02:24:28.486865;Transactie;Database changes committed.;
522;2019-08-19 02:24:28.935217;Transactie;Database changes committed.;
523;2019-08-19 02:24:30.089568;Mededeling;In total 108,001 Journal entries are imported into Data Mart within this task.;
524;2019-08-19 02:24:30.089607;Transactie;Database changes committed.;
525;2019-08-19 02:24:30.485719;Transactie;Database changes committed.;
526;2019-08-19 02:24:31.640896;Mededeling;In total 109,001 Journal entries are imported into Data Mart within this task.;
527;2019-08-19 02:24:31.640991;Transactie;Database changes committed.;
528;2019-08-19 02:24:33.69594;Transactie;Database changes committed.;
529;2019-08-19 02:24:34.852856;Mededeling;In total 110,001 Journal entries are imported into Data Mart within this task.;
530;2019-08-19 02:24:34.852917;Transactie;Database changes committed.;
531;2019-08-19 02:24:35.467978;Transactie;Database changes committed.;
532;2019-08-19 02:24:36.624139;Mededeling;In total 111,001 Journal entries are imported into Data Mart within this task.;
533;2019-08-19 02:24:36.624179;Transactie;Database changes committed.;
534;2019-08-19 02:24:37.806449;Transactie;Database changes committed.;
535;2019-08-19 02:24:39.031119;Mededeling;In total 112,001 Journal entries are imported into Data Mart within this task.;
536;2019-08-19 02:24:39.031159;Transactie;Database changes committed.;
537;2019-08-19 02:24:39.428297;Transactie;Database changes committed.;
538;2019-08-19 02:24:40.585629;Mededeling;In total 113,001 Journal entries are imported into Data Mart within this task.;
539;2019-08-19 02:24:40.585669;Transactie;Database changes committed.;
540;2019-08-19 02:24:41.447085;Transactie;Database changes committed.;
541;2019-08-19 02:24:42.604237;Mededeling;In total 114,001 Journal entries are imported into Data Mart within this task.;
542;2019-08-19 02:24:42.604295;Transactie;Database changes committed.;
543;2019-08-19 02:24:44.130673;Transactie;Database changes committed.;
544;2019-08-19 02:24:45.28725;Mededeling;In total 115,001 Journal entries are imported into Data Mart within this task.;
545;2019-08-19 02:24:45.287318;Transactie;Database changes committed.;
546;2019-08-19 02:24:46.068505;Transactie;Database changes committed.;
547;2019-08-19 02:24:47.225309;Mededeling;In total 116,001 Journal entries are imported into Data Mart within this task.;
548;2019-08-19 02:24:47.225349;Transactie;Database changes committed.;
549;2019-08-19 02:24:48.794949;Transactie;Database changes committed.;
550;2019-08-19 02:24:49.953228;Mededeling;In total 117,001 Journal entries are imported into Data Mart within this task.;
551;2019-08-19 02:24:49.953322;Transactie;Database changes committed.;
552;2019-08-19 02:24:50.289126;Transactie;Database changes committed.;
553;2019-08-19 02:24:51.448918;Mededeling;In total 118,001 Journal entries are imported into Data Mart within this task.;
554;2019-08-19 02:24:51.449038;Transactie;Database changes committed.;
555;2019-08-19 02:24:51.843456;Transactie;Database changes committed.;
556;2019-08-19 02:24:53.002735;Mededeling;In total 119,001 Journal entries are imported into Data Mart within this task.;
557;2019-08-19 02:24:53.002776;Transactie;Database changes committed.;
558;2019-08-19 02:24:53.483546;Transactie;Database changes committed.;
559;2019-08-19 02:24:54.640787;Mededeling;In total 120,001 Journal entries are imported into Data Mart within this task.;
560;2019-08-19 02:24:54.640851;Transactie;Database changes committed.;
561;2019-08-19 02:24:55.696661;Transactie;Database changes committed.;
562;2019-08-19 02:24:56.852968;Mededeling;In total 121,001 Journal entries are imported into Data Mart within this task.;
563;2019-08-19 02:24:56.853079;Transactie;Database changes committed.;
564;2019-08-19 02:24:57.279514;Transactie;Database changes committed.;
565;2019-08-19 02:24:58.435833;Mededeling;In total 122,001 Journal entries are imported into Data Mart within this task.;
566;2019-08-19 02:24:58.435875;Transactie;Database changes committed.;
567;2019-08-19 02:24:58.8857;Transactie;Database changes committed.;
568;2019-08-19 02:25:00.040218;Mededeling;In total 123,001 Journal entries are imported into Data Mart within this task.;
569;2019-08-19 02:25:00.040257;Transactie;Database changes committed.;
570;2019-08-19 02:25:01.136178;Transactie;Database changes committed.;
571;2019-08-19 02:25:02.291602;Mededeling;In total 124,001 Journal entries are imported into Data Mart within this task.;
572;2019-08-19 02:25:02.291677;Transactie;Database changes committed.;
573;2019-08-19 02:25:02.690512;Transactie;Database changes committed.;
574;2019-08-19 02:25:03.845578;Mededeling;In total 125,001 Journal entries are imported into Data Mart within this task.;
575;2019-08-19 02:25:03.845652;Transactie;Database changes committed.;
576;2019-08-19 02:25:04.512354;Transactie;Database changes committed.;
577;2019-08-19 02:25:05.891179;Mededeling;In total 126,001 Journal entries are imported into Data Mart within this task.;
578;2019-08-19 02:25:05.891229;Transactie;Database changes committed.;
579;2019-08-19 02:25:06.889485;Transactie;Database changes committed.;
580;2019-08-19 02:25:08.493604;Mededeling;In total 127,001 Journal entries are imported into Data Mart within this task.;
581;2019-08-19 02:25:08.493701;Transactie;Database changes committed.;
582;2019-08-19 02:25:09.551217;Transactie;Database changes committed.;
583;2019-08-19 02:25:11.123749;Mededeling;In total 128,001 Journal entries are imported into Data Mart within this task.;
584;2019-08-19 02:25:11.123804;Transactie;Database changes committed.;
585;2019-08-19 02:25:11.658362;Transactie;Database changes committed.;
586;2019-08-19 02:25:13.141673;Mededeling;In total 129,001 Journal entries are imported into Data Mart within this task.;
587;2019-08-19 02:25:13.141711;Transactie;Database changes committed.;
588;2019-08-19 02:25:13.88116;Transactie;Database changes committed.;
589;2019-08-19 02:25:15.239019;Mededeling;In total 130,001 Journal entries are imported into Data Mart within this task.;
590;2019-08-19 02:25:15.239085;Transactie;Database changes committed.;
591;2019-08-19 02:25:16.331505;Transactie;Database changes committed.;
592;2019-08-19 02:25:17.643358;Mededeling;In total 131,001 Journal entries are imported into Data Mart within this task.;
593;2019-08-19 02:25:17.643402;Transactie;Database changes committed.;
594;2019-08-19 02:25:18.744319;Transactie;Database changes committed.;
595;2019-08-19 02:25:20.125113;Mededeling;In total 132,001 Journal entries are imported into Data Mart within this task.;
596;2019-08-19 02:25:20.12517;Transactie;Database changes committed.;
597;2019-08-19 02:25:20.466789;Transactie;Database changes committed.;
598;2019-08-19 02:25:22.195655;Mededeling;In total 133,001 Journal entries are imported into Data Mart within this task.;
599;2019-08-19 02:25:22.195722;Transactie;Database changes committed.;
600;2019-08-19 02:25:22.689314;Transactie;Database changes committed.;
601;2019-08-19 02:25:24.411787;Mededeling;In total 134,001 Journal entries are imported into Data Mart within this task.;
602;2019-08-19 02:25:24.411864;Transactie;Database changes committed.;
603;2019-08-19 02:25:25.493227;Transactie;Database changes committed.;
604;2019-08-19 02:25:27.262172;Mededeling;In total 135,001 Journal entries are imported into Data Mart within this task.;
605;2019-08-19 02:25:27.262219;Transactie;Database changes committed.;
606;2019-08-19 02:25:28.613048;Transactie;Database changes committed.;
607;2019-08-19 02:25:30.361648;Mededeling;In total 136,001 Journal entries are imported into Data Mart within this task.;
608;2019-08-19 02:25:30.361728;Transactie;Database changes committed.;
609;2019-08-19 02:25:31.404517;Transactie;Database changes committed.;
610;2019-08-19 02:25:33.151663;Mededeling;In total 137,001 Journal entries are imported into Data Mart within this task.;
611;2019-08-19 02:25:33.151742;Transactie;Database changes committed.;
612;2019-08-19 02:25:33.610153;Transactie;Database changes committed.;
613;2019-08-19 02:25:35.186906;Mededeling;In total 138,001 Journal entries are imported into Data Mart within this task.;
614;2019-08-19 02:25:35.187004;Transactie;Database changes committed.;
615;2019-08-19 02:25:35.726513;Transactie;Database changes committed.;
616;2019-08-19 02:25:37.30561;Mededeling;In total 139,001 Journal entries are imported into Data Mart within this task.;
617;2019-08-19 02:25:37.30574;Transactie;Database changes committed.;
618;2019-08-19 02:25:37.798997;Transactie;Database changes committed.;
619;2019-08-19 02:25:39.373316;Mededeling;In total 140,001 Journal entries are imported into Data Mart within this task.;
620;2019-08-19 02:25:39.37336;Transactie;Database changes committed.;
621;2019-08-19 02:25:39.834724;Transactie;Database changes committed.;
622;2019-08-19 02:25:41.419204;Mededeling;In total 141,001 Journal entries are imported into Data Mart within this task.;
623;2019-08-19 02:25:41.419245;Transactie;Database changes committed.;
624;2019-08-19 02:25:42.583854;Transactie;Database changes committed.;
625;2019-08-19 02:25:44.169553;Mededeling;In total 142,001 Journal entries are imported into Data Mart within this task.;
626;2019-08-19 02:25:44.169629;Transactie;Database changes committed.;
627;2019-08-19 02:25:44.975473;Transactie;Database changes committed.;
628;2019-08-19 02:25:46.577904;Mededeling;In total 143,001 Journal entries are imported into Data Mart within this task.;
629;2019-08-19 02:25:46.577964;Transactie;Database changes committed.;
630;2019-08-19 02:25:47.805211;Transactie;Database changes committed.;
631;2019-08-19 02:25:49.378997;Mededeling;In total 144,001 Journal entries are imported into Data Mart within this task.;
632;2019-08-19 02:25:49.37904;Transactie;Database changes committed.;
633;2019-08-19 02:25:49.892898;Transactie;Database changes committed.;
634;2019-08-19 02:25:51.484512;Mededeling;In total 145,001 Journal entries are imported into Data Mart within this task.;
635;2019-08-19 02:25:51.484552;Transactie;Database changes committed.;
636;2019-08-19 02:25:51.998859;Transactie;Database changes committed.;
637;2019-08-19 02:25:53.632701;Mededeling;In total 146,001 Journal entries are imported into Data Mart within this task.;
638;2019-08-19 02:25:53.632812;Transactie;Database changes committed.;
639;2019-08-19 02:25:54.309649;Transactie;Database changes committed.;
640;2019-08-19 02:25:56.063912;Mededeling;In total 147,001 Journal entries are imported into Data Mart within this task.;
641;2019-08-19 02:25:56.064027;Transactie;Database changes committed.;
642;2019-08-19 02:25:56.908611;Transactie;Database changes committed.;
643;2019-08-19 02:25:58.637996;Mededeling;In total 148,001 Journal entries are imported into Data Mart within this task.;
644;2019-08-19 02:25:58.638037;Transactie;Database changes committed.;
645;2019-08-19 02:25:59.435577;Transactie;Database changes committed.;
646;2019-08-19 02:26:01.113656;Mededeling;In total 149,001 Journal entries are imported into Data Mart within this task.;
647;2019-08-19 02:26:01.113696;Transactie;Database changes committed.;
648;2019-08-19 02:26:01.752407;Transactie;Database changes committed.;
649;2019-08-19 02:26:03.39467;Mededeling;In total 150,001 Journal entries are imported into Data Mart within this task.;
650;2019-08-19 02:26:03.394776;Transactie;Database changes committed.;
651;2019-08-19 02:26:05.43192;Transactie;Database changes committed.;
652;2019-08-19 02:26:07.089834;Mededeling;In total 151,001 Journal entries are imported into Data Mart within this task.;
653;2019-08-19 02:26:07.089878;Transactie;Database changes committed.;
654;2019-08-19 02:26:08.397476;Transactie;Database changes committed.;
655;2019-08-19 02:26:10.068649;Mededeling;In total 152,001 Journal entries are imported into Data Mart within this task.;
656;2019-08-19 02:26:10.068711;Transactie;Database changes committed.;
657;2019-08-19 02:26:10.856501;Transactie;Database changes committed.;
658;2019-08-19 02:26:12.512926;Mededeling;In total 153,001 Journal entries are imported into Data Mart within this task.;
659;2019-08-19 02:26:12.513032;Transactie;Database changes committed.;
660;2019-08-19 02:26:13.001209;Transactie;Database changes committed.;
661;2019-08-19 02:26:14.638147;Mededeling;In total 154,001 Journal entries are imported into Data Mart within this task.;
662;2019-08-19 02:26:14.638221;Transactie;Database changes committed.;
663;2019-08-19 02:26:15.11637;Transactie;Database changes committed.;
664;2019-08-19 02:26:16.788657;Mededeling;In total 155,001 Journal entries are imported into Data Mart within this task.;
665;2019-08-19 02:26:16.788711;Transactie;Database changes committed.;
666;2019-08-19 02:26:17.347369;Transactie;Database changes committed.;
667;2019-08-19 02:26:19.023242;Mededeling;In total 156,001 Journal entries are imported into Data Mart within this task.;
668;2019-08-19 02:26:19.023281;Transactie;Database changes committed.;
669;2019-08-19 02:26:19.492018;Transactie;Database changes committed.;
670;2019-08-19 02:26:21.131555;Mededeling;In total 157,001 Journal entries are imported into Data Mart within this task.;
671;2019-08-19 02:26:21.131596;Transactie;Database changes committed.;
672;2019-08-19 02:26:21.646392;Transactie;Database changes committed.;
673;2019-08-19 02:26:23.443037;Mededeling;In total 158,001 Journal entries are imported into Data Mart within this task.;
674;2019-08-19 02:26:23.443081;Transactie;Database changes committed.;
675;2019-08-19 02:26:24.054273;Transactie;Database changes committed.;
676;2019-08-19 02:26:26.071411;Mededeling;In total 159,001 Journal entries are imported into Data Mart within this task.;
677;2019-08-19 02:26:26.071473;Transactie;Database changes committed.;
678;2019-08-19 02:26:26.987889;Transactie;Database changes committed.;
679;2019-08-19 02:26:28.926256;Mededeling;In total 160,001 Journal entries are imported into Data Mart within this task.;
680;2019-08-19 02:26:28.926359;Transactie;Database changes committed.;
681;2019-08-19 02:26:30.491482;Transactie;Database changes committed.;
682;2019-08-19 02:26:32.202209;Mededeling;In total 161,001 Journal entries are imported into Data Mart within this task.;
683;2019-08-19 02:26:32.202248;Transactie;Database changes committed.;
684;2019-08-19 02:26:33.115763;Transactie;Database changes committed.;
685;2019-08-19 02:26:34.566884;Mededeling;In total 162,001 Journal entries are imported into Data Mart within this task.;
686;2019-08-19 02:26:34.56699;Transactie;Database changes committed.;
687;2019-08-19 02:26:35.727302;Transactie;Database changes committed.;
688;2019-08-19 02:26:36.945228;Mededeling;In total 163,001 Journal entries are imported into Data Mart within this task.;
689;2019-08-19 02:26:36.945335;Transactie;Database changes committed.;
690;2019-08-19 02:26:39.176412;Transactie;Database changes committed.;
691;2019-08-19 02:26:40.19577;Mededeling;In total 164,001 Journal entries are imported into Data Mart within this task.;
692;2019-08-19 02:26:40.195811;Transactie;Database changes committed.;
693;2019-08-19 02:26:41.225366;Transactie;Database changes committed.;
694;2019-08-19 02:26:42.24132;Mededeling;In total 165,001 Journal entries are imported into Data Mart within this task.;
695;2019-08-19 02:26:42.241376;Transactie;Database changes committed.;
696;2019-08-19 02:26:43.896291;Transactie;Database changes committed.;
697;2019-08-19 02:26:44.91226;Mededeling;In total 166,001 Journal entries are imported into Data Mart within this task.;
698;2019-08-19 02:26:44.91231;Transactie;Database changes committed.;
699;2019-08-19 02:26:46.201576;Transactie;Database changes committed.;
700;2019-08-19 02:26:47.217218;Mededeling;In total 167,001 Journal entries are imported into Data Mart within this task.;
701;2019-08-19 02:26:47.217294;Transactie;Database changes committed.;
702;2019-08-19 02:26:48.626346;Transactie;Database changes committed.;
703;2019-08-19 02:26:49.678882;Mededeling;In total 168,001 Journal entries are imported into Data Mart within this task.;
704;2019-08-19 02:26:49.678958;Transactie;Database changes committed.;
705;2019-08-19 02:26:51.299057;Transactie;Database changes committed.;
706;2019-08-19 02:26:52.365159;Mededeling;In total 169,001 Journal entries are imported into Data Mart within this task.;
707;2019-08-19 02:26:52.365236;Transactie;Database changes committed.;
708;2019-08-19 02:26:53.499307;Transactie;Database changes committed.;
709;2019-08-19 02:26:54.566131;Mededeling;In total 170,001 Journal entries are imported into Data Mart within this task.;
710;2019-08-19 02:26:54.56621;Transactie;Database changes committed.;
711;2019-08-19 02:26:56.516636;Transactie;Database changes committed.;
712;2019-08-19 02:26:57.62523;Mededeling;In total 171,001 Journal entries are imported into Data Mart within this task.;
713;2019-08-19 02:26:57.625333;Transactie;Database changes committed.;
714;2019-08-19 02:26:59.780993;Transactie;Database changes committed.;
715;2019-08-19 02:27:00.867132;Mededeling;In total 172,001 Journal entries are imported into Data Mart within this task.;
716;2019-08-19 02:27:00.867174;Transactie;Database changes committed.;
717;2019-08-19 02:27:04.61495;Transactie;Database changes committed.;
718;2019-08-19 02:27:05.701871;Mededeling;In total 173,001 Journal entries are imported into Data Mart within this task.;
719;2019-08-19 02:27:05.701911;Transactie;Database changes committed.;
720;2019-08-19 02:27:09.977819;Transactie;Database changes committed.;
721;2019-08-19 02:27:11.113014;Mededeling;In total 174,001 Journal entries are imported into Data Mart within this task.;
722;2019-08-19 02:27:11.113133;Transactie;Database changes committed.;
723;2019-08-19 02:27:14.968093;Transactie;Database changes committed.;
724;2019-08-19 02:27:16.180572;Mededeling;In total 175,001 Journal entries are imported into Data Mart within this task.;
725;2019-08-19 02:27:16.180616;Transactie;Database changes committed.;
726;2019-08-19 02:27:17.989673;Transactie;Database changes committed.;
727;2019-08-19 02:27:19.138968;Mededeling;In total 176,001 Journal entries are imported into Data Mart within this task.;
728;2019-08-19 02:27:19.139011;Transactie;Database changes committed.;
729;2019-08-19 02:27:22.636366;Transactie;Database changes committed.;
730;2019-08-19 02:27:24.097902;Mededeling;In total 177,001 Journal entries are imported into Data Mart within this task.;
731;2019-08-19 02:27:24.097974;Transactie;Database changes committed.;
732;2019-08-19 02:27:26.085125;Transactie;Database changes committed.;
733;2019-08-19 02:27:27.373732;Mededeling;In total 178,001 Journal entries are imported into Data Mart within this task.;
734;2019-08-19 02:27:27.373791;Transactie;Database changes committed.;
735;2019-08-19 02:27:30.334308;Transactie;Database changes committed.;
736;2019-08-19 02:27:31.319117;Mededeling;In total 179,001 Journal entries are imported into Data Mart within this task.;
737;2019-08-19 02:27:31.319157;Transactie;Database changes committed.;
738;2019-08-19 02:27:33.373308;Transactie;Database changes committed.;
739;2019-08-19 02:27:34.361523;Mededeling;In total 180,001 Journal entries are imported into Data Mart within this task.;
740;2019-08-19 02:27:34.3616;Transactie;Database changes committed.;
741;2019-08-19 02:27:36.114395;Transactie;Database changes committed.;
742;2019-08-19 02:27:37.102621;Mededeling;In total 181,001 Journal entries are imported into Data Mart within this task.;
743;2019-08-19 02:27:37.102678;Transactie;Database changes committed.;
744;2019-08-19 02:27:39.772751;Transactie;Database changes committed.;
745;2019-08-19 02:27:40.798547;Mededeling;In total 182,001 Journal entries are imported into Data Mart within this task.;
746;2019-08-19 02:27:40.798643;Transactie;Database changes committed.;
747;2019-08-19 02:27:43.240854;Transactie;Database changes committed.;
748;2019-08-19 02:27:44.229098;Mededeling;In total 183,001 Journal entries are imported into Data Mart within this task.;
749;2019-08-19 02:27:44.229167;Transactie;Database changes committed.;
750;2019-08-19 02:27:47.18537;Transactie;Database changes committed.;
751;2019-08-19 02:27:48.173554;Mededeling;In total 184,001 Journal entries are imported into Data Mart within this task.;
752;2019-08-19 02:27:48.173602;Transactie;Database changes committed.;
753;2019-08-19 02:27:50.17039;Transactie;Database changes committed.;
754;2019-08-19 02:27:51.159267;Mededeling;In total 185,001 Journal entries are imported into Data Mart within this task.;
755;2019-08-19 02:27:51.159307;Transactie;Database changes committed.;
756;2019-08-19 02:27:52.390787;Transactie;Database changes committed.;
757;2019-08-19 02:27:53.377274;Mededeling;In total 186,001 Journal entries are imported into Data Mart within this task.;
758;2019-08-19 02:27:53.377318;Transactie;Database changes committed.;
759;2019-08-19 02:27:54.82203;Transactie;Database changes committed.;
760;2019-08-19 02:27:55.846576;Mededeling;In total 187,001 Journal entries are imported into Data Mart within this task.;
761;2019-08-19 02:27:55.846618;Transactie;Database changes committed.;
762;2019-08-19 02:27:57.379893;Transactie;Database changes committed.;
763;2019-08-19 02:27:58.369134;Mededeling;In total 188,001 Journal entries are imported into Data Mart within this task.;
764;2019-08-19 02:27:58.369234;Transactie;Database changes committed.;
765;2019-08-19 02:28:00.633416;Transactie;Database changes committed.;
766;2019-08-19 02:28:01.62187;Mededeling;In total 189,001 Journal entries are imported into Data Mart within this task.;
767;2019-08-19 02:28:01.621946;Transactie;Database changes committed.;
768;2019-08-19 02:28:03.89466;Transactie;Database changes committed.;
769;2019-08-19 02:28:04.879684;Mededeling;In total 190,001 Journal entries are imported into Data Mart within this task.;
770;2019-08-19 02:28:04.87976;Transactie;Database changes committed.;
771;2019-08-19 02:28:06.49809;Transactie;Database changes committed.;
772;2019-08-19 02:28:07.508;Mededeling;In total 191,001 Journal entries are imported into Data Mart within this task.;
773;2019-08-19 02:28:07.508074;Transactie;Database changes committed.;
774;2019-08-19 02:28:10.067696;Transactie;Database changes committed.;
775;2019-08-19 02:28:11.075313;Mededeling;In total 192,001 Journal entries are imported into Data Mart within this task.;
776;2019-08-19 02:28:11.075386;Transactie;Database changes committed.;
777;2019-08-19 02:28:13.693738;Transactie;Database changes committed.;
778;2019-08-19 02:28:14.679677;Mededeling;In total 193,001 Journal entries are imported into Data Mart within this task.;
779;2019-08-19 02:28:14.679726;Transactie;Database changes committed.;
780;2019-08-19 02:28:16.396493;Transactie;Database changes committed.;
781;2019-08-19 02:28:17.390539;Mededeling;In total 194,001 Journal entries are imported into Data Mart within this task.;
782;2019-08-19 02:28:17.390588;Transactie;Database changes committed.;
783;2019-08-19 02:28:18.635848;Transactie;Database changes committed.;
784;2019-08-19 02:28:19.622503;Mededeling;In total 195,001 Journal entries are imported into Data Mart within this task.;
785;2019-08-19 02:28:19.622597;Transactie;Database changes committed.;
786;2019-08-19 02:28:20.326292;Transactie;Database changes committed.;
787;2019-08-19 02:28:21.313234;Mededeling;In total 196,001 Journal entries are imported into Data Mart within this task.;
788;2019-08-19 02:28:21.313273;Transactie;Database changes committed.;
789;2019-08-19 02:28:22.078555;Transactie;Database changes committed.;
790;2019-08-19 02:28:23.110953;Mededeling;In total 197,001 Journal entries are imported into Data Mart within this task.;
791;2019-08-19 02:28:23.111048;Transactie;Database changes committed.;
792;2019-08-19 02:28:24.01114;Transactie;Database changes committed.;
793;2019-08-19 02:28:24.996186;Mededeling;In total 198,001 Journal entries are imported into Data Mart within this task.;
794;2019-08-19 02:28:24.996308;Transactie;Database changes committed.;
795;2019-08-19 02:28:27.219661;Transactie;Database changes committed.;
796;2019-08-19 02:28:28.204283;Mededeling;In total 199,001 Journal entries are imported into Data Mart within this task.;
797;2019-08-19 02:28:28.20434;Transactie;Database changes committed.;
798;2019-08-19 02:28:30.864195;Transactie;Database changes committed.;
799;2019-08-19 02:28:31.850902;Mededeling;In total 200,001 Journal entries are imported into Data Mart within this task.;
800;2019-08-19 02:28:31.850945;Transactie;Database changes committed.;
801;2019-08-19 02:28:32.715591;Transactie;Database changes committed.;
802;2019-08-19 02:28:33.744401;Mededeling;In total 201,001 Journal entries are imported into Data Mart within this task.;
803;2019-08-19 02:28:33.744442;Transactie;Database changes committed.;
804;2019-08-19 02:28:34.920181;Transactie;Database changes committed.;
805;2019-08-19 02:28:35.907477;Mededeling;In total 202,001 Journal entries are imported into Data Mart within this task.;
806;2019-08-19 02:28:35.90752;Transactie;Database changes committed.;
807;2019-08-19 02:28:37.126121;Transactie;Database changes committed.;
808;2019-08-19 02:28:38.115145;Mededeling;In total 203,001 Journal entries are imported into Data Mart within this task.;
809;2019-08-19 02:28:38.115199;Transactie;Database changes committed.;
810;2019-08-19 02:28:39.419741;Transactie;Database changes committed.;
811;2019-08-19 02:28:40.403144;Mededeling;In total 204,001 Journal entries are imported into Data Mart within this task.;
812;2019-08-19 02:28:40.403184;Transactie;Database changes committed.;
813;2019-08-19 02:28:41.566589;Transactie;Database changes committed.;
814;2019-08-19 02:28:42.553809;Mededeling;In total 205,001 Journal entries are imported into Data Mart within this task.;
815;2019-08-19 02:28:42.553905;Transactie;Database changes committed.;
816;2019-08-19 02:28:43.52149;Transactie;Database changes committed.;
817;2019-08-19 02:28:44.546479;Mededeling;In total 206,001 Journal entries are imported into Data Mart within this task.;
818;2019-08-19 02:28:44.54654;Transactie;Database changes committed.;
819;2019-08-19 02:28:46.241618;Transactie;Database changes committed.;
820;2019-08-19 02:28:47.228832;Mededeling;In total 207,001 Journal entries are imported into Data Mart within this task.;
821;2019-08-19 02:28:47.228892;Transactie;Database changes committed.;
822;2019-08-19 02:28:48.575286;Transactie;Database changes committed.;
823;2019-08-19 02:28:49.560353;Mededeling;In total 208,001 Journal entries are imported into Data Mart within this task.;
824;2019-08-19 02:28:49.560404;Transactie;Database changes committed.;
825;2019-08-19 02:28:50.860452;Transactie;Database changes committed.;
826;2019-08-19 02:28:51.845731;Mededeling;In total 209,001 Journal entries are imported into Data Mart within this task.;
827;2019-08-19 02:28:51.84577;Transactie;Database changes committed.;
828;2019-08-19 02:28:53.237706;Transactie;Database changes committed.;
829;2019-08-19 02:28:54.258365;Mededeling;In total 210,001 Journal entries are imported into Data Mart within this task.;
830;2019-08-19 02:28:54.258404;Transactie;Database changes committed.;
831;2019-08-19 02:28:55.376853;Transactie;Database changes committed.;
832;2019-08-19 02:28:56.360283;Mededeling;In total 211,001 Journal entries are imported into Data Mart within this task.;
833;2019-08-19 02:28:56.360338;Transactie;Database changes committed.;
834;2019-08-19 02:28:57.913542;Transactie;Database changes committed.;
835;2019-08-19 02:28:58.898756;Mededeling;In total 212,001 Journal entries are imported into Data Mart within this task.;
836;2019-08-19 02:28:58.898802;Transactie;Database changes committed.;
837;2019-08-19 02:29:01.067194;Transactie;Database changes committed.;
838;2019-08-19 02:29:02.054249;Mededeling;In total 213,001 Journal entries are imported into Data Mart within this task.;
839;2019-08-19 02:29:02.054328;Transactie;Database changes committed.;
840;2019-08-19 02:29:03.420146;Transactie;Database changes committed.;
841;2019-08-19 02:29:04.411096;Mededeling;In total 214,001 Journal entries are imported into Data Mart within this task.;
842;2019-08-19 02:29:04.411176;Transactie;Database changes committed.;
843;2019-08-19 02:29:05.668265;Transactie;Database changes committed.;
844;2019-08-19 02:29:06.695767;Mededeling;In total 215,001 Journal entries are imported into Data Mart within this task.;
845;2019-08-19 02:29:06.695845;Transactie;Database changes committed.;
846;2019-08-19 02:29:08.251271;Transactie;Database changes committed.;
847;2019-08-19 02:29:09.238055;Mededeling;In total 216,001 Journal entries are imported into Data Mart within this task.;
848;2019-08-19 02:29:09.238111;Transactie;Database changes committed.;
849;2019-08-19 02:29:10.572676;Transactie;Database changes committed.;
850;2019-08-19 02:29:11.549898;Mededeling;In total 217,001 Journal entries are imported into Data Mart within this task.;
851;2019-08-19 02:29:11.549974;Transactie;Database changes committed.;
852;2019-08-19 02:29:13.424544;Transactie;Database changes committed.;
853;2019-08-19 02:29:14.76911;Mededeling;In total 218,001 Journal entries are imported into Data Mart within this task.;
854;2019-08-19 02:29:14.769198;Transactie;Database changes committed.;
855;2019-08-19 02:29:16.383486;Transactie;Database changes committed.;
856;2019-08-19 02:29:17.747645;Mededeling;In total 219,001 Journal entries are imported into Data Mart within this task.;
857;2019-08-19 02:29:17.747724;Transactie;Database changes committed.;
858;2019-08-19 02:29:18.849236;Transactie;Database changes committed.;
859;2019-08-19 02:29:20.209008;Mededeling;In total 220,001 Journal entries are imported into Data Mart within this task.;
860;2019-08-19 02:29:20.209091;Transactie;Database changes committed.;
861;2019-08-19 02:29:21.179905;Transactie;Database changes committed.;
862;2019-08-19 02:29:22.35766;Mededeling;In total 221,001 Journal entries are imported into Data Mart within this task.;
863;2019-08-19 02:29:22.357742;Transactie;Database changes committed.;
864;2019-08-19 02:29:23.598617;Transactie;Database changes committed.;
865;2019-08-19 02:29:24.696337;Mededeling;In total 222,001 Journal entries are imported into Data Mart within this task.;
866;2019-08-19 02:29:24.696414;Transactie;Database changes committed.;
867;2019-08-19 02:29:25.619503;Transactie;Database changes committed.;
868;2019-08-19 02:29:26.729306;Mededeling;In total 223,001 Journal entries are imported into Data Mart within this task.;
869;2019-08-19 02:29:26.729402;Transactie;Database changes committed.;
870;2019-08-19 02:29:28.224719;Transactie;Database changes committed.;
871;2019-08-19 02:29:29.329794;Mededeling;In total 224,001 Journal entries are imported into Data Mart within this task.;
872;2019-08-19 02:29:29.329862;Transactie;Database changes committed.;
873;2019-08-19 02:29:31.006037;Transactie;Database changes committed.;
874;2019-08-19 02:29:32.060619;Mededeling;In total 225,001 Journal entries are imported into Data Mart within this task.;
875;2019-08-19 02:29:32.060659;Transactie;Database changes committed.;
