Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
1667;2019-08-19 07:15:55.500895;Transactie;Database changes committed.;
1668;2019-08-19 07:16:20.267443;Transactie;Database changes committed.;
1669;2019-08-19 07:16:28.481656;Mededeling;In total 16,001 account(s) are imported into Data Mart within this task.;
1670;2019-08-19 07:16:28.481753;Transactie;Database changes committed.;
1671;2019-08-19 07:16:51.634205;Transactie;Database changes committed.;
1672;2019-08-19 07:16:59.684031;Mededeling;In total 17,001 account(s) are imported into Data Mart within this task.;
1673;2019-08-19 07:16:59.684169;Transactie;Database changes committed.;
1674;2019-08-19 07:17:24.031627;Transactie;Database changes committed.;
1675;2019-08-19 07:17:31.034164;Mededeling;In total 18,001 account(s) are imported into Data Mart within this task.;
1676;2019-08-19 07:17:31.03425;Transactie;Database changes committed.;
1677;2019-08-19 07:17:53.294409;Transactie;Database changes committed.;
1678;2019-08-19 07:17:59.963502;Mededeling;In total 19,001 account(s) are imported into Data Mart within this task.;
1679;2019-08-19 07:17:59.963581;Transactie;Database changes committed.;
1680;2019-08-19 07:18:20.572312;Transactie;Database changes committed.;
1681;2019-08-19 07:18:26.954011;Mededeling;In total 20,001 account(s) are imported into Data Mart within this task.;
1682;2019-08-19 07:18:26.954214;Transactie;Database changes committed.;
1683;2019-08-19 07:18:46.06682;Transactie;Database changes committed.;
1684;2019-08-19 07:18:50.283943;Mededeling;In total 21,001 account(s) are imported into Data Mart within this task.;
1685;2019-08-19 07:18:50.284011;Transactie;Database changes committed.;
1686;2019-08-19 07:19:08.199301;Transactie;Database changes committed.;
1687;2019-08-19 07:19:11.914273;Mededeling;In total 22,001 account(s) are imported into Data Mart within this task.;
1688;2019-08-19 07:19:11.914321;Transactie;Database changes committed.;
1689;2019-08-19 07:19:27.608449;Transactie;Database changes committed.;
1690;2019-08-19 07:19:31.607725;Mededeling;In total 23,001 account(s) are imported into Data Mart within this task.;
1691;2019-08-19 07:19:31.607766;Transactie;Database changes committed.;
1692;2019-08-19 07:19:48.16415;Transactie;Database changes committed.;
1693;2019-08-19 07:19:52.105616;Mededeling;In total 24,001 account(s) are imported into Data Mart within this task.;
1694;2019-08-19 07:19:52.105696;Transactie;Database changes committed.;
1695;2019-08-19 07:20:09.802593;Transactie;Database changes committed.;
1696;2019-08-19 07:20:13.576737;Mededeling;In total 25,001 account(s) are imported into Data Mart within this task.;
1697;2019-08-19 07:20:13.576813;Transactie;Database changes committed.;
1698;2019-08-19 07:20:27.897215;Transactie;Database changes committed.;
1699;2019-08-19 07:20:31.686998;Mededeling;In total 26,001 account(s) are imported into Data Mart within this task.;
1700;2019-08-19 07:20:31.687046;Transactie;Database changes committed.;
1701;2019-08-19 07:20:47.197617;Transactie;Database changes committed.;
1702;2019-08-19 07:20:50.93795;Mededeling;In total 27,001 account(s) are imported into Data Mart within this task.;
1703;2019-08-19 07:20:50.938029;Transactie;Database changes committed.;
1704;2019-08-19 07:21:07.427243;Transactie;Database changes committed.;
1705;2019-08-19 07:21:11.296249;Mededeling;In total 28,001 account(s) are imported into Data Mart within this task.;
1706;2019-08-19 07:21:11.296319;Transactie;Database changes committed.;
1707;2019-08-19 07:21:27.200196;Transactie;Database changes committed.;
1708;2019-08-19 07:21:31.03763;Mededeling;In total 29,001 account(s) are imported into Data Mart within this task.;
1709;2019-08-19 07:21:31.037679;Transactie;Database changes committed.;
1710;2019-08-19 07:21:47.748584;Transactie;Database changes committed.;
1711;2019-08-19 07:21:51.685964;Mededeling;In total 30,001 account(s) are imported into Data Mart within this task.;
1712;2019-08-19 07:21:51.686043;Transactie;Database changes committed.;
1713;2019-08-19 07:22:08.837502;Transactie;Database changes committed.;
1714;2019-08-19 07:22:12.869739;Mededeling;In total 31,001 account(s) are imported into Data Mart within this task.;
1715;2019-08-19 07:22:12.869816;Transactie;Database changes committed.;
1716;2019-08-19 07:22:29.098872;Transactie;Database changes committed.;
1717;2019-08-19 07:22:32.892601;Mededeling;In total 32,001 account(s) are imported into Data Mart within this task.;
1718;2019-08-19 07:22:32.892659;Transactie;Database changes committed.;
1719;2019-08-19 07:22:48.341708;Transactie;Database changes committed.;
1720;2019-08-19 07:22:52.291811;Mededeling;In total 33,001 account(s) are imported into Data Mart within this task.;
1721;2019-08-19 07:22:52.291869;Transactie;Database changes committed.;
1722;2019-08-19 07:23:08.739687;Transactie;Database changes committed.;
1723;2019-08-19 07:23:12.788225;Mededeling;In total 34,001 account(s) are imported into Data Mart within this task.;
1724;2019-08-19 07:23:12.788322;Transactie;Database changes committed.;
1725;2019-08-19 07:23:29.392661;Transactie;Database changes committed.;
1726;2019-08-19 07:23:33.41287;Mededeling;In total 35,001 account(s) are imported into Data Mart within this task.;
1727;2019-08-19 07:23:33.412949;Transactie;Database changes committed.;
1728;2019-08-19 07:23:51.246822;Transactie;Database changes committed.;
1729;2019-08-19 07:23:55.271175;Mededeling;In total 36,001 account(s) are imported into Data Mart within this task.;
1730;2019-08-19 07:23:55.271233;Transactie;Database changes committed.;
1731;2019-08-19 07:24:11.36686;Transactie;Database changes committed.;
1732;2019-08-19 07:24:15.590931;Mededeling;In total 37,001 account(s) are imported into Data Mart within this task.;
1733;2019-08-19 07:24:15.590989;Transactie;Database changes committed.;
1734;2019-08-19 07:24:32.528019;Transactie;Database changes committed.;
1735;2019-08-19 07:24:36.447597;Mededeling;In total 38,001 account(s) are imported into Data Mart within this task.;
1736;2019-08-19 07:24:36.447642;Transactie;Database changes committed.;
1737;2019-08-19 07:24:52.626475;Transactie;Database changes committed.;
1738;2019-08-19 07:24:55.982561;Mededeling;In total 39,001 account(s) are imported into Data Mart within this task.;
1739;2019-08-19 07:24:55.982679;Transactie;Database changes committed.;
1740;2019-08-19 07:25:09.132056;Transactie;Database changes committed.;
1741;2019-08-19 07:25:12.996167;Mededeling;In total 40,001 account(s) are imported into Data Mart within this task.;
1742;2019-08-19 07:25:12.99623;Transactie;Database changes committed.;
1743;2019-08-19 07:25:29.122326;Transactie;Database changes committed.;
1744;2019-08-19 07:25:32.592012;Mededeling;In total 41,001 account(s) are imported into Data Mart within this task.;
1745;2019-08-19 07:25:32.592093;Transactie;Database changes committed.;
1746;2019-08-19 07:25:47.494727;Transactie;Database changes committed.;
1747;2019-08-19 07:25:50.949949;Mededeling;In total 42,001 account(s) are imported into Data Mart within this task.;
1748;2019-08-19 07:25:50.950024;Transactie;Database changes committed.;
1749;2019-08-19 07:26:04.969492;Transactie;Database changes committed.;
1750;2019-08-19 07:26:08.049547;Mededeling;In total 43,001 account(s) are imported into Data Mart within this task.;
1751;2019-08-19 07:26:08.049691;Transactie;Database changes committed.;
1752;2019-08-19 07:26:19.395369;Transactie;Database changes committed.;
1753;2019-08-19 07:26:21.8738;Mededeling;In total 44,001 account(s) are imported into Data Mart within this task.;
1754;2019-08-19 07:26:21.87387;Transactie;Database changes committed.;
1755;2019-08-19 07:26:33.575402;Transactie;Database changes committed.;
1756;2019-08-19 07:26:38.708166;Mededeling;In total 45,001 account(s) are imported into Data Mart within this task.;
1757;2019-08-19 07:26:38.708279;Transactie;Database changes committed.;
1758;2019-08-19 07:26:55.347583;Transactie;Database changes committed.;
1759;2019-08-19 07:26:58.91721;Mededeling;In total 46,001 account(s) are imported into Data Mart within this task.;
1760;2019-08-19 07:26:58.917312;Transactie;Database changes committed.;
1761;2019-08-19 07:27:14.572266;Transactie;Database changes committed.;
1762;2019-08-19 07:27:18.629172;Mededeling;In total 47,001 account(s) are imported into Data Mart within this task.;
1763;2019-08-19 07:27:18.629223;Transactie;Database changes committed.;
1764;2019-08-19 07:27:30.850927;Transactie;Database changes committed.;
1765;2019-08-19 07:27:34.861765;Mededeling;In total 48,001 account(s) are imported into Data Mart within this task.;
1766;2019-08-19 07:27:34.86184;Transactie;Database changes committed.;
1767;2019-08-19 07:27:49.106405;Transactie;Database changes committed.;
1768;2019-08-19 07:27:54.29372;Mededeling;In total 49,001 account(s) are imported into Data Mart within this task.;
1769;2019-08-19 07:27:54.293785;Transactie;Database changes committed.;
1770;2019-08-19 07:28:07.466713;Transactie;Database changes committed.;
1771;2019-08-19 07:28:12.448633;Mededeling;In total 50,001 account(s) are imported into Data Mart within this task.;
1772;2019-08-19 07:28:12.448709;Transactie;Database changes committed.;
1773;2019-08-19 07:28:26.289491;Transactie;Database changes committed.;
1774;2019-08-19 07:28:29.894923;Mededeling;In total 51,001 account(s) are imported into Data Mart within this task.;
1775;2019-08-19 07:28:29.895004;Transactie;Database changes committed.;
1776;2019-08-19 07:28:40.63185;Transactie;Database changes committed.;
1777;2019-08-19 07:28:44.387351;Mededeling;In total 52,001 account(s) are imported into Data Mart within this task.;
1778;2019-08-19 07:28:44.387393;Transactie;Database changes committed.;
1779;2019-08-19 07:28:59.112219;Transactie;Database changes committed.;
1780;2019-08-19 07:29:03.551411;Mededeling;In total 53,001 account(s) are imported into Data Mart within this task.;
1781;2019-08-19 07:29:03.551537;Transactie;Database changes committed.;
1782;2019-08-19 07:29:21.402254;Transactie;Database changes committed.;
1783;2019-08-19 07:29:25.419212;Mededeling;In total 54,001 account(s) are imported into Data Mart within this task.;
1784;2019-08-19 07:29:25.419289;Transactie;Database changes committed.;
1785;2019-08-19 07:29:35.471291;Transactie;Database changes committed.;
1786;2019-08-19 07:29:40.800616;Mededeling;In total 55,001 account(s) are imported into Data Mart within this task.;
1787;2019-08-19 07:29:40.800731;Transactie;Database changes committed.;
1788;2019-08-19 07:29:49.307477;Transactie;Database changes committed.;
1789;2019-08-19 07:29:53.86319;Mededeling;In total 56,001 account(s) are imported into Data Mart within this task.;
1790;2019-08-19 07:29:53.863279;Transactie;Database changes committed.;
1791;2019-08-19 07:30:03.262708;Transactie;Database changes committed.;
1792;2019-08-19 07:30:07.755585;Mededeling;In total 57,001 account(s) are imported into Data Mart within this task.;
1793;2019-08-19 07:30:07.755677;Transactie;Database changes committed.;
1794;2019-08-19 07:30:20.299271;Transactie;Database changes committed.;
1795;2019-08-19 07:30:25.703481;Mededeling;In total 58,001 account(s) are imported into Data Mart within this task.;
1796;2019-08-19 07:30:25.703546;Transactie;Database changes committed.;
1797;2019-08-19 07:30:39.797313;Transactie;Database changes committed.;
1798;2019-08-19 07:30:45.294716;Mededeling;In total 59,001 account(s) are imported into Data Mart within this task.;
1799;2019-08-19 07:30:45.294798;Transactie;Database changes committed.;
1800;2019-08-19 07:30:59.026009;Transactie;Database changes committed.;
1801;2019-08-19 07:31:04.045124;Mededeling;In total 60,001 account(s) are imported into Data Mart within this task.;
1802;2019-08-19 07:31:04.045221;Transactie;Database changes committed.;
1803;2019-08-19 07:31:17.190877;Transactie;Database changes committed.;
1804;2019-08-19 07:31:22.253853;Mededeling;In total 61,001 account(s) are imported into Data Mart within this task.;
1805;2019-08-19 07:31:22.253926;Transactie;Database changes committed.;
1806;2019-08-19 07:31:59.14512;Transactie;Database changes committed.;
1807;2019-08-19 07:32:06.920891;Mededeling;In total 62,001 account(s) are imported into Data Mart within this task.;
1808;2019-08-19 07:32:06.920965;Transactie;Database changes committed.;
1809;2019-08-19 07:32:25.593095;Transactie;Database changes committed.;
1810;2019-08-19 07:32:28.844047;Mededeling;In total 63,001 account(s) are imported into Data Mart within this task.;
1811;2019-08-19 07:32:28.844147;Transactie;Database changes committed.;
1812;2019-08-19 07:32:40.783044;Transactie;Database changes committed.;
1813;2019-08-19 07:32:44.008722;Mededeling;In total 64,001 account(s) are imported into Data Mart within this task.;
1814;2019-08-19 07:32:44.008802;Transactie;Database changes committed.;
1815;2019-08-19 07:32:57.515105;Transactie;Database changes committed.;
1816;2019-08-19 07:33:00.510529;Mededeling;In total 65,001 account(s) are imported into Data Mart within this task.;
1817;2019-08-19 07:33:00.510659;Transactie;Database changes committed.;
1818;2019-08-19 07:33:09.394162;Transactie;Database changes committed.;
1819;2019-08-19 07:33:12.095307;Mededeling;In total 66,001 account(s) are imported into Data Mart within this task.;
1820;2019-08-19 07:33:12.095351;Transactie;Database changes committed.;
1821;2019-08-19 07:33:21.291588;Transactie;Database changes committed.;
1822;2019-08-19 07:33:24.976002;Mededeling;In total 67,001 account(s) are imported into Data Mart within this task.;
1823;2019-08-19 07:33:24.976102;Transactie;Database changes committed.;
1824;2019-08-19 07:33:35.655837;Transactie;Database changes committed.;
1825;2019-08-19 07:33:38.382395;Mededeling;In total 68,001 account(s) are imported into Data Mart within this task.;
1826;2019-08-19 07:33:38.382455;Transactie;Database changes committed.;
1827;2019-08-19 07:33:48.934999;Transactie;Database changes committed.;
1828;2019-08-19 07:33:52.260279;Mededeling;In total 69,001 account(s) are imported into Data Mart within this task.;
1829;2019-08-19 07:33:52.260352;Transactie;Database changes committed.;
1830;2019-08-19 07:34:06.092467;Transactie;Database changes committed.;
1831;2019-08-19 07:34:09.812131;Mededeling;In total 70,001 account(s) are imported into Data Mart within this task.;
1832;2019-08-19 07:34:09.812182;Transactie;Database changes committed.;
1833;2019-08-19 07:34:20.357373;Transactie;Database changes committed.;
1834;2019-08-19 07:34:24.959773;Mededeling;In total 71,001 account(s) are imported into Data Mart within this task.;
1835;2019-08-19 07:34:24.95982;Transactie;Database changes committed.;
1836;2019-08-19 07:34:37.527202;Transactie;Database changes committed.;
1837;2019-08-19 07:34:40.208108;Mededeling;In total 72,001 account(s) are imported into Data Mart within this task.;
1838;2019-08-19 07:34:40.208235;Transactie;Database changes committed.;
1839;2019-08-19 07:34:52.710565;Transactie;Database changes committed.;
1840;2019-08-19 07:34:54.98149;Mededeling;In total 73,001 account(s) are imported into Data Mart within this task.;
1841;2019-08-19 07:34:54.981549;Transactie;Database changes committed.;
1842;2019-08-19 07:35:02.647135;Transactie;Database changes committed.;
1843;2019-08-19 07:35:04.591475;Mededeling;In total 74,001 account(s) are imported into Data Mart within this task.;
1844;2019-08-19 07:35:04.591573;Transactie;Database changes committed.;
1845;2019-08-19 07:35:11.752492;Transactie;Database changes committed.;
1846;2019-08-19 07:35:14.067538;Mededeling;In total 75,001 account(s) are imported into Data Mart within this task.;
1847;2019-08-19 07:35:14.067586;Transactie;Database changes committed.;
1848;2019-08-19 07:35:26.234679;Transactie;Database changes committed.;
1849;2019-08-19 07:35:28.522633;Mededeling;In total 76,001 account(s) are imported into Data Mart within this task.;
1850;2019-08-19 07:35:28.52268;Transactie;Database changes committed.;
1851;2019-08-19 07:35:40.144078;Transactie;Database changes committed.;
1852;2019-08-19 07:35:43.076431;Mededeling;In total 77,001 account(s) are imported into Data Mart within this task.;
1853;2019-08-19 07:35:43.076476;Transactie;Database changes committed.;
1854;2019-08-19 07:36:08.077372;Transactie;Database changes committed.;
1855;2019-08-19 07:36:10.288354;Mededeling;In total 78,001 account(s) are imported into Data Mart within this task.;
1856;2019-08-19 07:36:10.288451;Transactie;Database changes committed.;
1857;2019-08-19 07:36:18.71243;Transactie;Database changes committed.;
1858;2019-08-19 07:36:21.129714;Mededeling;In total 79,001 account(s) are imported into Data Mart within this task.;
1859;2019-08-19 07:36:21.12977;Transactie;Database changes committed.;
1860;2019-08-19 07:36:27.404102;Transactie;Database changes committed.;
1861;2019-08-19 07:36:29.553097;Mededeling;In total 80,001 account(s) are imported into Data Mart within this task.;
1862;2019-08-19 07:36:29.553144;Transactie;Database changes committed.;
1863;2019-08-19 07:36:36.776769;Transactie;Database changes committed.;
1864;2019-08-19 07:36:39.010675;Mededeling;In total 81,001 account(s) are imported into Data Mart within this task.;
1865;2019-08-19 07:36:39.01073;Transactie;Database changes committed.;
1866;2019-08-19 07:36:49.804239;Transactie;Database changes committed.;
1867;2019-08-19 07:36:51.590863;Mededeling;In total 82,001 account(s) are imported into Data Mart within this task.;
1868;2019-08-19 07:36:51.590906;Transactie;Database changes committed.;
1869;2019-08-19 07:37:00.739873;Transactie;Database changes committed.;
1870;2019-08-19 07:37:02.458189;Mededeling;In total 83,001 account(s) are imported into Data Mart within this task.;
1871;2019-08-19 07:37:02.458237;Transactie;Database changes committed.;
1872;2019-08-19 07:37:07.637212;Transactie;Database changes committed.;
1873;2019-08-19 07:37:09.589813;Mededeling;In total 84,001 account(s) are imported into Data Mart within this task.;
1874;2019-08-19 07:37:09.589886;Transactie;Database changes committed.;
1875;2019-08-19 07:37:16.644432;Transactie;Database changes committed.;
1876;2019-08-19 07:37:18.648027;Mededeling;In total 85,001 account(s) are imported into Data Mart within this task.;
1877;2019-08-19 07:37:18.648141;Transactie;Database changes committed.;
1878;2019-08-19 07:37:38.296124;Transactie;Database changes committed.;
1879;2019-08-19 07:37:40.057656;Mededeling;In total 86,001 account(s) are imported into Data Mart within this task.;
1880;2019-08-19 07:37:40.057726;Transactie;Database changes committed.;
1881;2019-08-19 07:37:45.009531;Transactie;Database changes committed.;
1882;2019-08-19 07:37:46.640988;Mededeling;In total 87,001 account(s) are imported into Data Mart within this task.;
1883;2019-08-19 07:37:46.641062;Transactie;Database changes committed.;
1884;2019-08-19 07:37:53.168418;Transactie;Database changes committed.;
1885;2019-08-19 07:37:55.343851;Mededeling;In total 88,001 account(s) are imported into Data Mart within this task.;
1886;2019-08-19 07:37:55.343932;Transactie;Database changes committed.;
1887;2019-08-19 07:38:06.112483;Transactie;Database changes committed.;
1888;2019-08-19 07:38:07.821425;Mededeling;In total 89,001 account(s) are imported into Data Mart within this task.;
1889;2019-08-19 07:38:07.821489;Transactie;Database changes committed.;
1890;2019-08-19 07:38:15.086569;Transactie;Database changes committed.;
1891;2019-08-19 07:38:16.754409;Mededeling;In total 90,001 account(s) are imported into Data Mart within this task.;
1892;2019-08-19 07:38:16.754488;Transactie;Database changes committed.;
1893;2019-08-19 07:38:21.523407;Transactie;Database changes committed.;
1894;2019-08-19 07:38:23.424045;Mededeling;In total 91,001 account(s) are imported into Data Mart within this task.;
1895;2019-08-19 07:38:23.424143;Transactie;Database changes committed.;
1896;2019-08-19 07:38:33.781494;Transactie;Database changes committed.;
1897;2019-08-19 07:38:35.763849;Mededeling;In total 92,001 account(s) are imported into Data Mart within this task.;
1898;2019-08-19 07:38:35.763982;Transactie;Database changes committed.;
1899;2019-08-19 07:38:44.939748;Transactie;Database changes committed.;
1900;2019-08-19 07:38:46.700792;Mededeling;In total 93,001 account(s) are imported into Data Mart within this task.;
1901;2019-08-19 07:38:46.700876;Transactie;Database changes committed.;
1902;2019-08-19 07:38:51.83565;Transactie;Database changes committed.;
1903;2019-08-19 07:38:54.050226;Mededeling;In total 94,001 account(s) are imported into Data Mart within this task.;
1904;2019-08-19 07:38:54.050309;Transactie;Database changes committed.;
1905;2019-08-19 07:39:05.847529;Transactie;Database changes committed.;
1906;2019-08-19 07:39:07.633403;Mededeling;In total 95,001 account(s) are imported into Data Mart within this task.;
1907;2019-08-19 07:39:07.633468;Transactie;Database changes committed.;
1908;2019-08-19 07:39:16.068664;Transactie;Database changes committed.;
1909;2019-08-19 07:39:17.621476;Mededeling;In total 96,001 account(s) are imported into Data Mart within this task.;
1910;2019-08-19 07:39:17.621548;Transactie;Database changes committed.;
1911;2019-08-19 07:39:21.705797;Transactie;Database changes committed.;
1912;2019-08-19 07:39:23.25638;Mededeling;In total 97,001 account(s) are imported into Data Mart within this task.;
1913;2019-08-19 07:39:23.256431;Transactie;Database changes committed.;
1914;2019-08-19 07:39:30.064205;Transactie;Database changes committed.;
1915;2019-08-19 07:39:31.888995;Mededeling;In total 98,001 account(s) are imported into Data Mart within this task.;
1916;2019-08-19 07:39:31.889045;Transactie;Database changes committed.;
1917;2019-08-19 07:39:40.873009;Transactie;Database changes committed.;
1918;2019-08-19 07:39:42.463135;Mededeling;In total 99,001 account(s) are imported into Data Mart within this task.;
1919;2019-08-19 07:39:42.463215;Transactie;Database changes committed.;
1920;2019-08-19 07:39:47.908322;Transactie;Database changes committed.;
1921;2019-08-19 07:39:49.443847;Mededeling;In total 100,001 account(s) are imported into Data Mart within this task.;
1922;2019-08-19 07:39:49.443893;Transactie;Database changes committed.;
1923;2019-08-19 07:39:53.433897;Transactie;Database changes committed.;
1924;2019-08-19 07:39:55.204999;Mededeling;In total 101,001 account(s) are imported into Data Mart within this task.;
1925;2019-08-19 07:39:55.205074;Transactie;Database changes committed.;
1926;2019-08-19 07:40:04.166442;Transactie;Database changes committed.;
1927;2019-08-19 07:40:06.309652;Mededeling;In total 102,001 account(s) are imported into Data Mart within this task.;
1928;2019-08-19 07:40:06.309783;Transactie;Database changes committed.;
1929;2019-08-19 07:40:15.067793;Transactie;Database changes committed.;
1930;2019-08-19 07:40:16.740264;Mededeling;In total 103,001 account(s) are imported into Data Mart within this task.;
1931;2019-08-19 07:40:16.740307;Transactie;Database changes committed.;
1932;2019-08-19 07:40:21.188167;Transactie;Database changes committed.;
1933;2019-08-19 07:40:22.933932;Mededeling;In total 104,001 account(s) are imported into Data Mart within this task.;
1934;2019-08-19 07:40:22.933976;Transactie;Database changes committed.;
1935;2019-08-19 07:40:30.578001;Transactie;Database changes committed.;
1936;2019-08-19 07:40:32.999292;Mededeling;In total 105,001 account(s) are imported into Data Mart within this task.;
1937;2019-08-19 07:40:32.999339;Transactie;Database changes committed.;
1938;2019-08-19 07:40:45.4444;Transactie;Database changes committed.;
1939;2019-08-19 07:40:46.971846;Mededeling;In total 106,001 account(s) are imported into Data Mart within this task.;
1940;2019-08-19 07:40:46.971889;Transactie;Database changes committed.;
1941;2019-08-19 07:40:54.417979;Transactie;Database changes committed.;
1942;2019-08-19 07:40:56.091441;Mededeling;In total 107,001 account(s) are imported into Data Mart within this task.;
1943;2019-08-19 07:40:56.091502;Transactie;Database changes committed.;
1944;2019-08-19 07:41:03.884911;Transactie;Database changes committed.;
1945;2019-08-19 07:41:05.790445;Mededeling;In total 108,001 account(s) are imported into Data Mart within this task.;
1946;2019-08-19 07:41:05.790529;Transactie;Database changes committed.;
1947;2019-08-19 07:41:15.648507;Transactie;Database changes committed.;
1948;2019-08-19 07:41:17.276955;Mededeling;In total 109,001 account(s) are imported into Data Mart within this task.;
1949;2019-08-19 07:41:17.277024;Transactie;Database changes committed.;
1950;2019-08-19 07:41:22.808097;Transactie;Database changes committed.;
1951;2019-08-19 07:41:24.460772;Mededeling;In total 110,001 account(s) are imported into Data Mart within this task.;
1952;2019-08-19 07:41:24.460819;Transactie;Database changes committed.;
1953;2019-08-19 07:41:32.952503;Transactie;Database changes committed.;
1954;2019-08-19 07:41:34.897464;Mededeling;In total 111,001 account(s) are imported into Data Mart within this task.;
1955;2019-08-19 07:41:34.89754;Transactie;Database changes committed.;
1956;2019-08-19 07:41:46.167692;Transactie;Database changes committed.;
1957;2019-08-19 07:41:47.594244;Mededeling;In total 112,001 account(s) are imported into Data Mart within this task.;
1958;2019-08-19 07:41:47.594299;Transactie;Database changes committed.;
1959;2019-08-19 07:41:52.86198;Transactie;Database changes committed.;
1960;2019-08-19 07:41:54.597121;Mededeling;In total 113,001 account(s) are imported into Data Mart within this task.;
1961;2019-08-19 07:41:54.597165;Transactie;Database changes committed.;
1962;2019-08-19 07:42:03.244065;Transactie;Database changes committed.;
1963;2019-08-19 07:42:05.546091;Mededeling;In total 114,001 account(s) are imported into Data Mart within this task.;
1964;2019-08-19 07:42:05.546135;Transactie;Database changes committed.;
1965;2019-08-19 07:42:16.792373;Transactie;Database changes committed.;
1966;2019-08-19 07:42:18.458346;Mededeling;In total 115,001 account(s) are imported into Data Mart within this task.;
1967;2019-08-19 07:42:18.458426;Transactie;Database changes committed.;
1968;2019-08-19 07:42:27.10829;Transactie;Database changes committed.;
1969;2019-08-19 07:42:28.562922;Mededeling;In total 116,001 account(s) are imported into Data Mart within this task.;
1970;2019-08-19 07:42:28.562972;Transactie;Database changes committed.;
1971;2019-08-19 07:42:34.90316;Transactie;Database changes committed.;
1972;2019-08-19 07:42:36.763894;Mededeling;In total 117,001 account(s) are imported into Data Mart within this task.;
1973;2019-08-19 07:42:36.763937;Transactie;Database changes committed.;
1974;2019-08-19 07:42:47.169759;Transactie;Database changes committed.;
1975;2019-08-19 07:42:49.025392;Mededeling;In total 118,001 account(s) are imported into Data Mart within this task.;
1976;2019-08-19 07:42:49.025441;Transactie;Database changes committed.;
1977;2019-08-19 07:42:57.816867;Transactie;Database changes committed.;
1978;2019-08-19 07:42:59.169082;Mededeling;In total 119,001 account(s) are imported into Data Mart within this task.;
1979;2019-08-19 07:42:59.169128;Transactie;Database changes committed.;
1980;2019-08-19 07:43:03.926872;Transactie;Database changes committed.;
1981;2019-08-19 07:43:05.461524;Mededeling;In total 120,001 account(s) are imported into Data Mart within this task.;
1982;2019-08-19 07:43:05.461696;Transactie;Database changes committed.;
1983;2019-08-19 07:43:12.936635;Transactie;Database changes committed.;
1984;2019-08-19 07:43:14.482759;Mededeling;In total 121,001 account(s) are imported into Data Mart within this task.;
1985;2019-08-19 07:43:14.482804;Transactie;Database changes committed.;
1986;2019-08-19 07:43:21.723819;Transactie;Database changes committed.;
1987;2019-08-19 07:43:23.067216;Mededeling;In total 122,001 account(s) are imported into Data Mart within this task.;
1988;2019-08-19 07:43:23.067263;Transactie;Database changes committed.;
1989;2019-08-19 07:43:28.095925;Transactie;Database changes committed.;
1990;2019-08-19 07:43:29.784815;Mededeling;In total 123,001 account(s) are imported into Data Mart within this task.;
1991;2019-08-19 07:43:29.784898;Transactie;Database changes committed.;
1992;2019-08-19 07:43:37.392924;Transactie;Database changes committed.;
1993;2019-08-19 07:43:39.369971;Mededeling;In total 124,001 account(s) are imported into Data Mart within this task.;
1994;2019-08-19 07:43:39.370017;Transactie;Database changes committed.;
1995;2019-08-19 07:43:48.940475;Transactie;Database changes committed.;
1996;2019-08-19 07:43:50.303581;Mededeling;In total 125,001 account(s) are imported into Data Mart within this task.;
1997;2019-08-19 07:43:50.303627;Transactie;Database changes committed.;
1998;2019-08-19 07:43:54.939395;Transactie;Database changes committed.;
1999;2019-08-19 07:43:57.011014;Mededeling;In total 126,001 account(s) are imported into Data Mart within this task.;
2000;2019-08-19 07:43:57.011071;Transactie;Database changes committed.;
2001;2019-08-19 07:44:24.478359;Transactie;Database changes committed.;
2002;2019-08-19 07:44:26.068235;Mededeling;In total 127,001 account(s) are imported into Data Mart within this task.;
2003;2019-08-19 07:44:26.068275;Transactie;Database changes committed.;
2004;2019-08-19 07:44:34.031101;Transactie;Database changes committed.;
2005;2019-08-19 07:44:35.891369;Mededeling;In total 128,001 account(s) are imported into Data Mart within this task.;
2006;2019-08-19 07:44:35.891414;Transactie;Database changes committed.;
2007;2019-08-19 07:45:58.550171;Transactie;Database changes committed.;
2008;2019-08-19 07:46:00.755588;Mededeling;In total 129,001 account(s) are imported into Data Mart within this task.;
2009;2019-08-19 07:46:00.755664;Transactie;Database changes committed.;
2010;2019-08-19 07:46:13.93877;Transactie;Database changes committed.;
2011;2019-08-19 07:46:15.745418;Mededeling;In total 130,001 account(s) are imported into Data Mart within this task.;
2012;2019-08-19 07:46:15.745464;Transactie;Database changes committed.;
2013;2019-08-19 07:46:23.889778;Transactie;Database changes committed.;
2014;2019-08-19 07:46:25.803283;Mededeling;In total 131,001 account(s) are imported into Data Mart within this task.;
2015;2019-08-19 07:46:25.80337;Transactie;Database changes committed.;
2016;2019-08-19 07:46:35.905346;Transactie;Database changes committed.;
2017;2019-08-19 07:46:37.772197;Mededeling;In total 132,001 account(s) are imported into Data Mart within this task.;
2018;2019-08-19 07:46:37.772272;Transactie;Database changes committed.;
2019;2019-08-19 07:46:46.364892;Transactie;Database changes committed.;
2020;2019-08-19 07:46:48.796482;Mededeling;In total 133,001 account(s) are imported into Data Mart within this task.;
2021;2019-08-19 07:46:48.79658;Transactie;Database changes committed.;
2022;2019-08-19 07:47:05.898782;Transactie;Database changes committed.;
2023;2019-08-19 07:47:07.611102;Mededeling;In total 134,001 account(s) are imported into Data Mart within this task.;
2024;2019-08-19 07:47:07.611147;Transactie;Database changes committed.;
